"Data Provider","The Paleobiology Database"
"Data Source","The Paleobiology Database"
"Data License","Creative Commons CC-BY"
"License URL","http://creativecommons.org/licenses/by/4.0/"
"Documentation URL","http://paleobiodb.org/data1.2/occs/list_doc.html"
"Data URL","http://paleobiodb.org/data1.2/occs/list.csv?datainfo&rowcount&base_name=equus"
"Access Time","Thu 2017-02-02 21:29:11 GMT"
"Title","PBDB Data Service"
"Parameters:"
"","base_name","equus"
"","timerule","major"
"","taxon_status","all"
"Elapsed Time","0.0472"
"Records Found","1631"
"Records Returned","1631"
"Records:"
"occurrence_no","record_type","reid_no","flags","collection_no","identified_name","identified_rank","identified_no","difference","accepted_name","accepted_rank","accepted_no","early_interval","late_interval","max_ma","min_ma","reference_no"
"224494","occ","","","21791","Equus sp.","genus","42996","","Equus","genus","42996","Pliocene","Calabrian","5.333","0.781","4867"
"224504","occ","","","21791","Equus capensis","species","331457","","Equus capensis","species","331457","Pliocene","Calabrian","5.333","0.781","4867"
"224963","occ","","","21822","Equus cf. burchelli","species","236270","recombined as","Equus quagga burchelli","subspecies","236270","Calabrian","","1.806","0.781","4867"
"224986","occ","","","21823","Equus cf. burchelli","species","236270","recombined as","Equus quagga burchelli","subspecies","236270","Pleistocene","","2.588","0.0117","4867"
"225013","occ","","","21824","Equus capensis","species","331457","","Equus capensis","species","331457","Early Pleistocene","","2.588","0.781","4896"
"225101","occ","","","21825","Equus capensis","species","331457","","Equus capensis","species","331457","Pleistocene","","2.588","0.0117","4892"
"225120","occ","","","21825","Equus quagga","species","90653","","Equus quagga","species","90653","Pleistocene","","2.588","0.0117","4892"
"225174","occ","","","21826","Equus cf. burchelli","species","236270","recombined as","Equus quagga burchelli","subspecies","236270","Pliocene","Pleistocene","5.333","0.0117","4868"
"225221","occ","","","21828","Equus burchelli","species","236270","recombined as","Equus quagga burchelli","subspecies","236270","Pleistocene","","2.588","0.0117","4888"
"225233","occ","","","21828","Equus capensis","species","331457","","Equus capensis","species","331457","Pleistocene","","2.588","0.0117","4888"
"225292","occ","","","21829","Equus burchelli","species","236270","recombined as","Equus quagga burchelli","subspecies","236270","Pleistocene","","2.588","0.0117","4895"
"225300","occ","","","21829","Equus capensis","species","331457","","Equus capensis","species","331457","Pleistocene","","2.588","0.0117","4895"
"225420","occ","","","21833","Equus sp.","genus","42996","","Equus","genus","42996","Calabrian","","1.806","0.781","4919"
"225441","occ","","","21834","Equus sp.","genus","42996","","Equus","genus","42996","Calabrian","","1.806","0.781","4919"
"225459","occ","","","21837","Equus sp.","genus","42996","","Equus","genus","42996","Pleistocene","","2.588","0.0117","4919"
"225505","occ","","","21839","Equus sp.","genus","42996","","Equus","genus","42996","Calabrian","","1.806","0.781","4871"
"225511","occ","","","21840","Equus sp.","genus","42996","","Equus","genus","42996","Calabrian","","1.806","0.781","4919"
"225524","occ","","","21843","Equus sp.","genus","42996","","Equus","genus","42996","Pleistocene","","2.588","0.0117","4919"
"225545","occ","","","21843","Equus grevyi","species","90652","recombined as","Equus (Dolichohippus) grevyi","species","90652","Pleistocene","","2.588","0.0117","4919"
"225559","occ","","","21846","Equus sp.","genus","42996","","Equus","genus","42996","Pleistocene","","2.588","0.0117","4871"
"225587","occ","","","21863","Equus burchelli","species","236270","recombined as","Equus quagga burchelli","subspecies","236270","Pleistocene","","2.588","0.0117","5217"
"225592","occ","","","21864","Equus burchelli","species","236270","recombined as","Equus quagga burchelli","subspecies","236270","Pleistocene","","2.588","0.0117","5217"
"225601","occ","","","21865","Equus burchelli","species","236270","recombined as","Equus quagga burchelli","subspecies","236270","Pleistocene","Holocene","2.588","0","5217"
"225608","occ","","","21884","Equus burchelli","species","236270","recombined as","Equus quagga burchelli","subspecies","236270","Pleistocene","Holocene","2.588","0","5223"
"225647","occ","","","21902","Equus asinus","species","104269","","Equus asinus","species","104269","Holocene","","0.0117","0","5230"
"225742","occ","","","21921","Equus capensis","species","331457","","Equus capensis","species","331457","Holocene","","0.0117","0","5218"
"225744","occ","","","21921","Equus quagga","species","90653","","Equus quagga","species","90653","Holocene","","0.0117","0","5218"
"225777","occ","","","21924","Equus burchelli","species","236270","recombined as","Equus quagga burchelli","subspecies","236270","Pleistocene","Holocene","2.588","0","5237"
"225804","occ","","","21925","Equus burchelli","species","236270","recombined as","Equus quagga burchelli","subspecies","236270","Pleistocene","Holocene","2.588","0","5237"
"225814","occ","","","21926","Equus burchelli","species","236270","recombined as","Equus quagga burchelli","subspecies","236270","Calabrian","","1.806","0.781","5232"
"225831","occ","","","21928","Equus burchelli","species","236270","recombined as","Equus quagga burchelli","subspecies","236270","Calabrian","","1.806","0.781","5214"
"225839","occ","","","21928","Equus capensis","species","331457","","Equus capensis","species","331457","Calabrian","","1.806","0.781","5214"
"225864","occ","","","21929","Equus capensis","species","331457","","Equus capensis","species","331457","Pleistocene","","2.588","0.0117","5238"
"225875","occ","","","21929","Equus quagga","species","90653","","Equus quagga","species","90653","Pleistocene","","2.588","0.0117","5238"
"225908","occ","","","21933","Equus burchelli","species","236270","recombined as","Equus quagga burchelli","subspecies","236270","Holocene","","0.0117","0","5243"
"225929","occ","","","21934","Equus burchelli","species","236270","recombined as","Equus quagga burchelli","subspecies","236270","Holocene","","0.0117","0","5243"
"225942","occ","","","21935","Equus burchelli","species","236270","recombined as","Equus quagga burchelli","subspecies","236270","Holocene","","0.0117","0","5242"
"225951","occ","","","21935","Equus asinus","species","104269","","Equus asinus","species","104269","Holocene","","0.0117","0","5242"
"225958","occ","","","21936","Equus burchelli","species","236270","recombined as","Equus quagga burchelli","subspecies","236270","Holocene","","0.0117","0","5242"
"225971","occ","","","21937","Equus burchelli","species","236270","recombined as","Equus quagga burchelli","subspecies","236270","Holocene","","0.0117","0","5243"
"225990","occ","","","21938","Equus burchelli","species","236270","recombined as","Equus quagga burchelli","subspecies","236270","Holocene","","0.0117","0","5242"
"226027","occ","","","21952","Equus quagga","species","90653","","Equus quagga","species","90653","Pleistocene","Holocene","2.588","0","5251"
"226059","occ","","","21956","Equus burchelli","species","236270","recombined as","Equus quagga burchelli","subspecies","236270","Pleistocene","","2.588","0.0117","5255"
"226084","occ","","","21956","Equus capensis","species","331457","","Equus capensis","species","331457","Pleistocene","","2.588","0.0117","5255"
"226110","occ","","","21957","Equus burchelli","species","236270","recombined as","Equus quagga burchelli","subspecies","236270","Pleistocene","Holocene","2.588","0","5237"
"226136","occ","","","21958","Equus asinus","species","104269","","Equus asinus","species","104269","Holocene","","0.0117","0","5230"
"226202","occ","","","21960","cf. Equus capensis","species","331457","","Equus capensis","species","331457","Pliocene","Pleistocene","5.333","0.0117","5260"
"226223","occ","","","21963","Equus grevyi","species","90652","recombined as","Equus (Dolichohippus) grevyi","species","90652","Pleistocene","","2.588","0.0117","5266"
"226225","occ","","","21963","Equus burchelli","species","236270","recombined as","Equus quagga burchelli","subspecies","236270","Pleistocene","","2.588","0.0117","5266"
"226226","occ","","","21963","Equus sp.","genus","42996","","Equus","genus","42996","Pleistocene","","2.588","0.0117","5266"
"226261","occ","","","21964","Equus sp.","genus","42996","","Equus","genus","42996","Gelasian","","2.588","1.806","4447"
"226263","occ","","","21964","Equus oldowayensis","species","42996","species not entered","Equus","genus","42996","Gelasian","","2.588","1.806","4447"
"226302","occ","","","21970","Equus oldowayensis","species","42996","species not entered","Equus","genus","42996","Calabrian","","1.806","0.781","5269"
"226323","occ","","","21971","Equus oldowayensis","species","42996","species not entered","Equus","genus","42996","Calabrian","","1.806","0.781","4945"
"226382","occ","","","21987","Equus sp.","genus","42996","","Equus","genus","42996","Gelasian","","2.588","1.806","4447"
"226391","occ","","","21988","Equus sp.","genus","42996","","Equus","genus","42996","Gelasian","","2.588","1.806","4447"
"226416","occ","","","21993","Equus oldowayensis","species","42996","species not entered","Equus","genus","42996","Pliocene","Calabrian","5.333","0.781","7837"
"226474","occ","","","22002","Equus oldowayensis","species","42996","species not entered","Equus","genus","42996","Gelasian","","2.588","1.806","4771"
"226494","occ","","","22007","Equus sp.","genus","42996","","Equus","genus","42996","Gelasian","","2.588","1.806","4763"
"226533","occ","","","22014","Equus oldowayensis","species","42996","species not entered","Equus","genus","42996","Gelasian","","2.588","1.806","7837"
"226548","occ","","","22015","Equus oldowayensis","species","42996","species not entered","Equus","genus","42996","Gelasian","","2.588","1.806","4763"
"226563","occ","","","22017","Equus oldowayensis","species","42996","species not entered","Equus","genus","42996","Gelasian","","2.588","1.806","4774"
"226566","occ","","","22018","Equus oldowayensis","species","42996","species not entered","Equus","genus","42996","Gelasian","","2.588","1.806","4447"
"226629","occ","","","22027","Equus oldowayensis","species","42996","species not entered","Equus","genus","42996","Pliocene","Calabrian","5.333","0.781","7837"
"226630","occ","","","22028","Equus sp.","genus","42996","","Equus","genus","42996","Pliocene","Calabrian","5.333","0.781","4774"
"226802","occ","","","22066","Equus cf. burchelli","species","236270","recombined as","Equus quagga burchelli","subspecies","236270","Pleistocene","Holocene","2.588","0","5321"
"226876","occ","","","22068","Equus cf. burchelli","species","236270","recombined as","Equus quagga burchelli","subspecies","236270","Pleistocene","Holocene","2.588","0","5320"
"227244","occ","","","22085","Equus sp.","genus","42996","","Equus","genus","42996","Pleistocene","Holocene","2.588","0","5329"
"227306","occ","","","22102","Equus sp.","genus","42996","","Equus","genus","42996","Pliocene","Pleistocene","5.333","0.0117","5328"
"227310","occ","","","22103","Equus burchelli","species","236270","recombined as","Equus quagga burchelli","subspecies","236270","Pleistocene","Holocene","2.588","0","5335"
"227410","occ","","","22134","Equus sp.","genus","42996","","Equus","genus","42996","Pleistocene","Holocene","2.588","0","5352"
"227432","occ","","","22138","Equus sp.","genus","42996","","Equus","genus","42996","Middle Pleistocene","","0.781","0.126","5360"
"227677","occ","","","22231","Equus capensis","species","331457","","Equus capensis","species","331457","Pleistocene","Holocene","2.588","0","5408"
"227753","occ","","","22244","cf. Equus sp.","genus","42996","","Equus","genus","42996","Pliocene","Holocene","5.333","0","5384"
"228010","occ","","","22322","Equus sp.","genus","42996","","Equus","genus","42996","Pliocene","Holocene","5.333","0","5484"
"228086","occ","","","22334","Equus burchelli","species","236270","recombined as","Equus quagga burchelli","subspecies","236270","Pliocene","Pleistocene","5.333","0.0117","4885"
"228094","occ","","","22334","Equus capensis","species","331457","","Equus capensis","species","331457","Pliocene","Pleistocene","5.333","0.0117","4885"
"228338","occ","","","22342","Equus sp.","genus","42996","","Equus","genus","42996","Gelasian","Calabrian","2.588","0.781","4454"
"228927","occ","","","22487","Equus cf. tabeti","species","95587","","Equus tabeti","species","95587","Pleistocene","","2.588","0.0117","5617"
"228936","occ","","","22547","Equus sp.","genus","42996","","Equus","genus","42996","Pliocene","Pleistocene","5.333","0.0117","5632"
"228979","occ","","","22576","Equus burchelli","species","236270","recombined as","Equus quagga burchelli","subspecies","236270","Pleistocene","","2.588","0.0117","5633"
"229394","occ","","","22625","Equus sp.","genus","42996","","Equus","genus","42996","Calabrian","","1.806","0.781","5271"
"277253","occ","","","20078","Equus simplicidens","species","46308","recombined as","Equus (Dolichohippus) simplicidens","species","46308","Blancan","Irvingtonian","4.9","0.3","7288"
"277271","occ","","","26548","Equus sp.","genus","42996","","Equus","genus","42996","Irvingtonian","","1.8","0.3","7291"
"277465","occ","","","26550","Equus sp.","genus","42996","","Equus","genus","42996","Irvingtonian","","1.8","0.3","7294"
"290329","occ","","","27671","Equus sp.","genus","42996","","Equus","genus","42996","Middle Pleistocene","","0.781","0.126","2939"
"290338","occ","","","27679","Equus sp.","genus","42996","","Equus","genus","42996","Middle Pleistocene","","0.781","0.126","2939"
"295247","occ","","","28221","Equus sp.","genus","42996","","Equus","genus","42996","Irvingtonian","","1.8","0.3","7718"
"295250","occ","","","28222","Equus sp.","genus","42996","","Equus","genus","42996","Irvingtonian","","1.8","0.3","7718"
"295264","occ","","","28225","Equus sp.","genus","42996","","Equus","genus","42996","Irvingtonian","","1.8","0.3","7718"
"295298","occ","10224","","28236","Equus simplicidens","species","46308","recombined as","Equus (Dolichohippus) simplicidens","species","46308","Blancan","","4.9","1.8","7757"
"295306","occ","10223","","28237","Equus simplicidens","species","46308","recombined as","Equus (Dolichohippus) simplicidens","species","46308","Blancan","","4.9","1.8","7757"
"297888","occ","","","28615","Equus oldowayensis","species","42996","species not entered","Equus","genus","42996","Early Pleistocene","","2.588","0.781","7837"
"297917","occ","","","13679","Equus oldowayensis","species","42996","species not entered","Equus","genus","42996","Early Pleistocene","","2.588","0.781","7837"
"297918","occ","","","28621","Equus oldowayensis","species","42996","species not entered","Equus","genus","42996","Late Pleistocene","","0.126","0.0117","7837"
"297919","occ","","","28622","Equus oldowayensis","species","42996","species not entered","Equus","genus","42996","Early Pleistocene","","2.588","0.781","7837"
"339519","occ","","","32058","Equus cf. tabeti","species","95587","","Equus tabeti","species","95587","Early Pleistocene","","2.588","0.781","10211"
"340230","occ","","","32090","Equus burchelli","species","236270","recombined as","Equus quagga burchelli","subspecies","236270","Late Pleistocene","","0.126","0.0117","8626"
"340231","occ","","","32090","Equus grevyi","species","90652","recombined as","Equus (Dolichohippus) grevyi","species","90652","Late Pleistocene","","0.126","0.0117","8626"
"340232","occ","","","32090","Equus sp.","genus","42996","","Equus","genus","42996","Late Pleistocene","","0.126","0.0117","8626"
"340245","occ","","","32093","Equus burchelli","species","236270","recombined as","Equus quagga burchelli","subspecies","236270","Late Pleistocene","","0.126","0.0117","8626"
"340246","occ","","","32093","Equus sp.","genus","42996","","Equus","genus","42996","Late Pleistocene","","0.126","0.0117","8626"
"340507","occ","","","32113","Equus burchelli","species","236270","recombined as","Equus quagga burchelli","subspecies","236270","Late Pleistocene","","0.126","0.0117","8626"
"340508","occ","","","32113","Equus grevyi","species","90652","recombined as","Equus (Dolichohippus) grevyi","species","90652","Late Pleistocene","","0.126","0.0117","8626"
"340509","occ","","","32113","Equus sp.","genus","42996","","Equus","genus","42996","Late Pleistocene","","0.126","0.0117","8626"
"340525","occ","","","32115","Equus burchelli","species","236270","recombined as","Equus quagga burchelli","subspecies","236270","Late Pleistocene","","0.126","0.0117","8626"
"340526","occ","","","32115","Equus grevyi","species","90652","recombined as","Equus (Dolichohippus) grevyi","species","90652","Late Pleistocene","","0.126","0.0117","8626"
"340527","occ","","","32115","Equus sp.","genus","42996","","Equus","genus","42996","Late Pleistocene","","0.126","0.0117","8626"
"340545","occ","","","32119","Equus burchelli","species","236270","recombined as","Equus quagga burchelli","subspecies","236270","Late Pleistocene","","0.126","0.0117","8626"
"340564","occ","","","32124","Equus burchelli","species","236270","recombined as","Equus quagga burchelli","subspecies","236270","Late Pleistocene","","0.126","0.0117","8626"
"340565","occ","","","32124","Equus sp.","genus","42996","","Equus","genus","42996","Late Pleistocene","","0.126","0.0117","8626"
"340576","occ","","","32125","Equus burchelli","species","236270","recombined as","Equus quagga burchelli","subspecies","236270","Late Pleistocene","","0.126","0.0117","8626"
"340601","occ","","","32126","Equus burchelli","species","236270","recombined as","Equus quagga burchelli","subspecies","236270","Late Pleistocene","","0.126","0.0117","8626"
"340602","occ","","","32126","Equus grevyi","species","90652","recombined as","Equus (Dolichohippus) grevyi","species","90652","Late Pleistocene","","0.126","0.0117","8626"
"340603","occ","","","32126","Equus sp.","genus","42996","","Equus","genus","42996","Late Pleistocene","","0.126","0.0117","8626"
"340791","occ","","","32138","Equus burchelli","species","236270","recombined as","Equus quagga burchelli","subspecies","236270","Late Pleistocene","","0.126","0.0117","8626"
"340792","occ","","","32138","Equus sp.","genus","42996","","Equus","genus","42996","Late Pleistocene","","0.126","0.0117","8626"
"340892","occ","","","32145","Equus stenonis","species","42996","species not entered","Equus","genus","42996","Early Pleistocene","","2.588","0.781","8655"
"356221","occ","","","33973","Equus sp.","genus","42996","","Equus","genus","42996","Early Pleistocene","","2.588","0.781","8655"
"356310","occ","","","33974","Equus mosbachensis ?","species","42996","species not entered","Equus","genus","42996","Early Pleistocene","","2.588","0.781","8655"
"357225","occ","","","34010","Equus mosbachensis ?","species","42996","species not entered","Equus","genus","42996","Middle Pleistocene","","0.781","0.126","8655"
"358469","occ","","","34102","Equus sp.","genus","42996","","Equus","genus","42996","Pleistocene","","2.588","0.0117","8649"
"358480","occ","","","34103","Equus cf. namadicus","species","42996","species not entered","Equus","genus","42996","Early Pleistocene","","2.588","0.781","8649"
"358560","occ","","","34104","Equus cf. namadicus","species","42996","species not entered","Equus","genus","42996","Pleistocene","","2.588","0.0117","8649"
"358623","occ","","","34105","Equus cf. altidens","species","42996","species not entered","Equus","genus","42996","Middle Pleistocene","","0.781","0.126","8978"
"360266","occ","","","34127","Equus mosbachensis","species","42996","species not entered","Equus","genus","42996","Pleistocene","","2.588","0.0117","8650"
"360360","occ","","","34128","Equus altidens","species","42996","species not entered","Equus","genus","42996","Pleistocene","","2.588","0.0117","8987"
"361728","occ","13592","","34269","Equus sp.","genus","42996","","Equus","genus","42996","Late Pleistocene","","0.126","0.0117","14678"
"361882","occ","","","34286","Equus cf. mauritanicus","species","42996","species not entered","Equus","genus","42996","Early Pleistocene","","2.588","0.781","9013"
"361907","occ","","","34287","Equus cf. mauritanicus","species","42996","species not entered","Equus","genus","42996","Pleistocene","","2.588","0.0117","9013"
"362190","occ","","","34329","Equus cf. mauritanicus","species","42996","species not entered","Equus","genus","42996","Pleistocene","","2.588","0.0117","9013"
"362212","occ","","","34330","Equus cf. mauritanicus","species","42996","species not entered","Equus","genus","42996","Middle Pleistocene","","0.781","0.126","9013"
"362245","occ","","","34332","Equus cf. mauritanicus","species","42996","species not entered","Equus","genus","42996","Pleistocene","","2.588","0.0117","9024"
"362246","occ","","","34332","Equus cf. algericus","species","42996","species not entered","Equus","genus","42996","Pleistocene","","2.588","0.0117","9024"
"362971","occ","","","34382","Equus excelsus","species","46268","","Equus excelsus","species","46268","Middle Pleistocene","","0.781","0.126","9039"
"362972","occ","","","34382","Equus calobatus","species","46260","subjective synonym of","Equus francisci","species","46270","Middle Pleistocene","","0.781","0.126","9039"
"363038","occ","","","34394","Equus stenonis","species","42996","species not entered","Equus","genus","42996","Pliocene","","5.333","2.588","9043"
"363040","occ","11018","","34395","Equus ex gr. stenonis","species","42996","species not entered","Equus","genus","42996","Pliocene","","5.333","2.588","10946"
"363047","occ","","","34396","Equus stenonis","species","42996","species not entered","Equus","genus","42996","Pliocene","","5.333","2.588","9043"
"363506","occ","10918","","34434","Equus ex gr. stenonis","species","42996","species not entered","Equus","genus","42996","Pliocene","Pleistocene","5.333","0.0117","10946"
"363558","occ","","","34441","Equus stenonis","species","42996","species not entered","Equus","genus","42996","Pliocene","","5.333","2.588","9043"
"363582","occ","","","34444","Equus stenonis","species","42996","species not entered","Equus","genus","42996","Pliocene","","5.333","2.588","9043"
"363603","occ","","","34446","Equus cf. stenonis","species","42996","species not entered","Equus","genus","42996","Early Pleistocene","","2.588","0.781","9043"
"363607","occ","","","34447","Equus ex gr. sanmeniensis","species","42996","species not entered","Equus","genus","42996","Early Pleistocene","","2.588","0.781","9043"
"363668","occ","","","34459","Equus stenonis","species","42996","species not entered","Equus","genus","42996","Pleistocene","","2.588","0.0117","9073"
"365108","occ","","","34591","Equus sp.","genus","42996","","Equus","genus","42996","Villanyian","","3.2","2.588","9135"
"365114","occ","","","34592","Equus sp.","genus","42996","","Equus","genus","42996","Villanyian","","3.2","2.588","9135"
"365121","occ","","","34593","Equus stenonis","species","42996","species not entered","Equus","genus","42996","Villanyian","Pleistocene","3.2","0.0117","9135"
"365137","occ","","","34594","Equus stenonis","species","42996","species not entered","Equus","genus","42996","Villanyian","","3.2","2.588","9135"
"365309","occ","","","34614","Equus stenonis","species","42996","species not entered","Equus","genus","42996","Villanyian","","3.2","2.588","9135"
"365339","occ","","","34617","Equus stenonis","species","42996","species not entered","Equus","genus","42996","Villanyian","Pleistocene","3.2","0.0117","9135"
"365925","occ","","","34651","Equus stenonis","species","42996","species not entered","Equus","genus","42996","Pliocene","","5.333","2.588","9135"
"365973","occ","","","34655","Equus cf. stenonis","species","42996","species not entered","Equus","genus","42996","Pliocene","","5.333","2.588","9135"
"365974","occ","","","34655","Equus cf. stehlini","species","42996","species not entered","Equus","genus","42996","Pliocene","","5.333","2.588","9135"
"367511","occ","","","34762","Equus stenonis","species","42996","species not entered","Equus","genus","42996","Villanyian","Pleistocene","3.2","0.0117","9135"
"367518","occ","","","34763","Equus stenonis","species","42996","species not entered","Equus","genus","42996","Villanyian","Pleistocene","3.2","0.0117","9135"
"367537","occ","","","34764","Equus stenonis","species","42996","species not entered","Equus","genus","42996","Villanyian","Pleistocene","3.2","0.0117","9135"
"367674","occ","","","13066","Equus sp.","genus","42996","","Equus","genus","42996","Pleistocene","","2.588","0.0117","9267"
"367693","occ","","","34782","Equus stenonis","species","42996","species not entered","Equus","genus","42996","Early Pleistocene","","2.588","0.781","9135"
"367718","occ","","","34783","Equus stenonis","species","42996","species not entered","Equus","genus","42996","Early Pleistocene","","2.588","0.781","9135"
"367734","occ","","","34784","Equus apolloniensis","species","42996","species not entered","Equus","genus","42996","Early Pleistocene","","2.588","0.781","9135"
"367966","occ","","","34808","Equus sp.","genus","42996","","Equus","genus","42996","Early Pleistocene","Middle Pleistocene","2.588","0.126","9135"
"367971","occ","","","34809","Equus sp.","genus","42996","","Equus","genus","42996","Pleistocene","","2.588","0.0117","9135"
"367987","occ","","","34812","Equus stenonis","species","42996","species not entered","Equus","genus","42996","Pliocene","Pleistocene","5.333","0.0117","9135"
"368295","occ","","","34842","Equus sp.","genus","42996","","Equus","genus","42996","Middle Pleistocene","","0.781","0.126","9314"
"368338","occ","","","34848","Equus sp.","genus","42996","","Equus","genus","42996","Middle Pleistocene","","0.781","0.126","9314"
"368509","occ","","","34870","Equus cf. altidens","species","42996","species not entered","Equus","genus","42996","Pleistocene","","2.588","0.0117","9344"
"368579","occ","","","34872","Equus cf. altidens","species","42996","species not entered","Equus","genus","42996","Pleistocene","","2.588","0.0117","9350"
"369004","occ","10333","","34898","Equus altidens","species","42996","species not entered","Equus","genus","42996","Early Pleistocene","","2.588","0.781","9364"
"369041","occ","","","34911","Equus stenonis","species","42996","species not entered","Equus","genus","42996","Early Pleistocene","","2.588","0.781","9372"
"369042","occ","","","34911","Equus sp.","genus","42996","","Equus","genus","42996","Early Pleistocene","","2.588","0.781","9372"
"369098","occ","","","34916","Equus sp.","genus","42996","","Equus","genus","42996","Early Pleistocene","","2.588","0.781","9380"
"369187","occ","","","34925","Equus sp.","genus","42996","","Equus","genus","42996","Middle Pleistocene","","0.781","0.126","9380"
"369197","occ","","","34926","Equus caballus","species","46259","","Equus caballus","species","46259","Middle Pleistocene","","0.781","0.126","9380"
"369223","occ","","","34927","Equus caballus","species","46259","","Equus caballus","species","46259","Middle Pleistocene","","0.781","0.126","9380"
"369255","occ","","","34929","Equus stenonis","species","42996","species not entered","Equus","genus","42996","Villanyian","","3.2","2.588","10965"
"369378","occ","","","34941","Equus stenonis","species","42996","species not entered","Equus","genus","42996","Pliocene","","5.333","2.588","9388"
"369387","occ","","","34942","Equus stenonis","species","42996","species not entered","Equus","genus","42996","Early Pleistocene","","2.588","0.781","9388"
"369638","occ","","","34943","Equus altidens","species","42996","species not entered","Equus","genus","42996","Early Pleistocene","","2.588","0.781","9388"
"369702","occ","","","34985","Equus altidens","species","42996","species not entered","Equus","genus","42996","Middle Pleistocene","","0.781","0.126","9390"
"369703","occ","","","34985","Equus sussenbornensis","species","42996","species not entered","Equus","genus","42996","Middle Pleistocene","","0.781","0.126","9390"
"369789","occ","","","34940","Equus sp.","genus","42996","","Equus","genus","42996","Pleistocene","","2.588","0.0117","9383"
"370115","occ","","","35038","Equus stenonis","species","42996","species not entered","Equus","genus","42996","Pliocene","Pleistocene","5.333","0.0117","9442"
"370256","occ","","","35045","Equus sp.","genus","42996","","Equus","genus","42996","Middle Pleistocene","","0.781","0.126","9309"
"370536","occ","","","35078","Equus stenonis","species","42996","species not entered","Equus","genus","42996","Early Pleistocene","Middle Pleistocene","2.588","0.126","9442"
"370537","occ","","","35078","Equus sussenbornensis","species","42996","species not entered","Equus","genus","42996","Early Pleistocene","Middle Pleistocene","2.588","0.126","9442"
"371470","occ","","","35180","Equus caballus","species","46259","","Equus caballus","species","46259","Middle Pleistocene","","0.781","0.126","9442"
"371527","occ","","","35182","Equus stenonis","species","42996","species not entered","Equus","genus","42996","Villanyian","","3.2","2.588","9442"
"371841","occ","","","35229","Equus stenonis","species","42996","species not entered","Equus","genus","42996","Villanyian","","3.2","2.588","9442"
"373559","occ","","","35358","Equus ""robustus""","species","42996","species not entered","Equus","genus","42996","Villanyian","","3.2","2.588","9534"
"374181","occ","","","35369","Equus sp.","genus","42996","","Equus","genus","42996","Villanyian","","3.2","2.588","9534"
"374294","occ","10412","","35373","Equus stenonis","species","42996","species not entered","Equus","genus","42996","Villanyian","","3.2","2.588","9580"
"374361","occ","10413","","35374","Equus stenonis","species","42996","species not entered","Equus","genus","42996","Villanyian","","3.2","2.588","9580"
"374362","occ","10415","","35374","Equus sp.","genus","42996","","Equus","genus","42996","Villanyian","","3.2","2.588","9580"
"374392","occ","10414","","35381","Equus stenonis","species","42996","species not entered","Equus","genus","42996","Villanyian","","3.2","2.588","9580"
"375054","occ","","","35428","Equus sp.","genus","42996","","Equus","genus","42996","Early Pleistocene","","2.588","0.781","9534"
"375523","occ","","","35442","Equus marxi","species","42996","species not entered","Equus","genus","42996","Early Pleistocene","","2.588","0.781","9534"
"375643","occ","","","35457","Asinus sp.","genus","44360","subjective synonym of","Equus","genus","42996","Early Pleistocene","","2.588","0.781","9534"
"376052","occ","","","35475","Equus stenonis","species","42996","species not entered","Equus","genus","42996","Pleistocene","","2.588","0.0117","9534"
"379636","occ","","","35906","Equus sp.","genus","42996","","Equus","genus","42996","Early Pleistocene","","2.588","0.781","9643"
"379891","occ","","","35930","Equus przewalskii","species","239410","","Equus przewalskii","species","239410","Late Pleistocene","","0.126","0.0117","9658"
"379961","occ","","","35928","Equus przewalskii","species","239410","","Equus przewalskii","species","239410","Late Pleistocene","","0.126","0.0117","9658"
"380316","occ","","","36015","Equus sp.","genus","42996","","Equus","genus","42996","Middle Pleistocene","","0.781","0.126","13430"
"380820","occ","","","36134","Equus caballus","species","46259","","Equus caballus","species","46259","Middle Pleistocene","","0.781","0.126","9695"
"380835","occ","","","36136","Equus sp.","genus","42996","","Equus","genus","42996","Middle Pleistocene","","0.781","0.126","9695"
"381212","occ","","","36206","Equus altidens","species","42996","species not entered","Equus","genus","42996","Middle Pleistocene","","0.781","0.126","9643"
"381238","occ","","","22728","Equus suessenbornensis","species","42996","species not entered","Equus","genus","42996","Pleistocene","","2.588","0.0117","9643"
"381239","occ","10446","","22728","Equus suessenbornensis","species","42996","species not entered","Equus","genus","42996","Pleistocene","","2.588","0.0117","9643"
"381240","occ","","","22728","Equus altidens","species","42996","species not entered","Equus","genus","42996","Pleistocene","","2.588","0.0117","9643"
"381410","occ","","","36214","Equus cf. mosbachensis","species","42996","species not entered","Equus","genus","42996","Middle Pleistocene","","0.781","0.126","9643"
"381411","occ","","","36214","Equus sp.","genus","42996","","Equus","genus","42996","Middle Pleistocene","","0.781","0.126","9643"
"381483","occ","","","36219","Equus mosbachensis","species","42996","species not entered","Equus","genus","42996","Middle Pleistocene","","0.781","0.126","9643"
"381484","occ","","","36219","Equus hemionus","species","46275","recombined as","Equus (Hemionus) hemionus","species","46275","Middle Pleistocene","","0.781","0.126","9643"
"381509","occ","","","36220","Equus mosbachensis","species","42996","species not entered","Equus","genus","42996","Middle Pleistocene","","0.781","0.126","9643"
"381510","occ","","","36220","Equus suessenbornensis ?","species","42996","species not entered","Equus","genus","42996","Middle Pleistocene","","0.781","0.126","9643"
"382573","occ","","","36376","Equus caballus","species","46259","","Equus caballus","species","46259","Quaternary","","2.588","0","9756"
