"Data Provider","The Paleobiology Database"
"Data Source","The Paleobiology Database"
"Data License","Creative Commons CC-BY"
"License URL","http://creativecommons.org/licenses/by/4.0/"
"Documentation URL","http://paleobiodb.org/data1.2/occs/list_doc.html"
"Data URL","http://paleobiodb.org/data1.2/occs/list.csv?datainfo&rowcount&base_name=equus"
"Access Time","Thu 2017-02-02 21:29:11 GMT"
"Title","PBDB Data Service"
"Parameters:"
"","base_name","equus"
"","timerule","major"
"","taxon_status","all"
"Elapsed Time","0.0472"
"Records Found","1631"
"Records Returned","1631"
"Records:"
"occurrence_no","record_type","reid_no","flags","collection_no","identified_name","identified_rank","identified_no","difference","accepted_name","accepted_rank","accepted_no","early_interval","late_interval","max_ma","min_ma","reference_no"
"197185","occ","","","20309","Equus sp.","genus","42996","","Equus","genus","42996","Irvingtonian","","1.8","0.3","3216"
"197191","occ","","","20310","Equus sp.","genus","42996","","Equus","genus","42996","Irvingtonian","","1.8","0.3","4222"
"197232","occ","","","20317","Equus niobrarensis","species","46293","","Equus niobrarensis","species","46293","Late Pleistocene","","0.126","0.0117","31770"
"197271","occ","9440","","20319","Equus simplicidens","species","46308","recombined as","Equus (Dolichohippus) simplicidens","species","46308","Irvingtonian","","1.8","0.3","939"
"197282","occ","","","20321","Equus sp.","genus","42996","","Equus","genus","42996","Irvingtonian","Rancholabrean","1.8","0.012","2018"
"197304","occ","","","20322","Equus sp.","genus","42996","","Equus","genus","42996","Blancan","","4.9","1.8","2245"
"197305","occ","","","20322","Equus aff. complicatus","species","46261","","Equus complicatus","species","46261","Blancan","","4.9","1.8","2245"
"197306","occ","","","20322","Equus cf. conversidens","species","46262","","Equus conversidens","species","46262","Blancan","","4.9","1.8","2245"
"197334","occ","","","20323","Equus cf. occidentalis","species","46294","subjective synonym of","Equus (Dolichohippus) simplicidens","species","46308","Irvingtonian","Rancholabrean","1.8","0.012","2018"
"197367","occ","","","20327","Equus sp.","genus","42996","","Equus","genus","42996","Irvingtonian","","1.8","0.3","1400"
"197381","occ","","","20330","Equus sp.","genus","42996","","Equus","genus","42996","Irvingtonian","","1.8","0.3","3378"
"197383","occ","","","20331","Equus (Hemionus) sp.","subgenus","104799","","Equus (Hemionus)","subgenus","104798","Irvingtonian","","1.8","0.3","1955"
"197395","occ","","","20332","Equus niobrarensis","species","46293","","Equus niobrarensis","species","46293","Irvingtonian","","1.8","0.3","3099"
"197407","occ","","","20335","Equus sp.","genus","42996","","Equus","genus","42996","Irvingtonian","Rancholabrean","1.8","0.012","2018"
"197409","occ","","","20336","Equus sp.","genus","42996","","Equus","genus","42996","Irvingtonian","","1.8","0.3","1794"
"197417","occ","","","20338","Equus sp.","genus","42996","","Equus","genus","42996","Irvingtonian","","1.8","0.3","2018"
"197437","occ","","","20341","Equus sp.","genus","42996","","Equus","genus","42996","Irvingtonian","","1.8","0.3","2252"
"197462","occ","","","20342","Equus giganteus","species","46273","","Equus giganteus","species","46273","Irvingtonian","","1.8","0.3","1899"
"197463","occ","","","20342","Equus scotti","species","46305","","Equus scotti","species","46305","Irvingtonian","","1.8","0.3","1899"
"197464","occ","","","20342","Equus calobatus","species","46260","subjective synonym of","Equus francisci","species","46270","Irvingtonian","","1.8","0.3","1319"
"197478","occ","","","20344","Equus sp.","genus","42996","","Equus","genus","42996","Irvingtonian","","1.8","0.3","2040"
"197483","occ","","","20346","Equus sp.","genus","42996","","Equus","genus","42996","Irvingtonian","","1.8","0.3","2772"
"197505","occ","9495","","20347","Equus sp.","genus","42996","","Equus","genus","42996","Irvingtonian","","1.8","0.3","6294"
"197506","occ","","","20347","Equus calobatus","species","46260","subjective synonym of","Equus francisci","species","46270","Irvingtonian","","1.8","0.3","1916"
"197518","occ","9499","","20348","Equus sp.","genus","42996","","Equus","genus","42996","Irvingtonian","","1.8","0.3","6294"
"197519","occ","","","20348","Equus calobatus","species","46260","subjective synonym of","Equus francisci","species","46270","Irvingtonian","","1.8","0.3","1916"
"197565","occ","","","20350","Equus fraternus","species","46271","","Equus fraternus","species","46271","Irvingtonian","","1.8","0.3","2615"
"197566","occ","","","20350","Equus leidyi","species","46283","","Equus leidyi","species","46283","Irvingtonian","","1.8","0.3","2615"
"197586","occ","","","20351","Equus leidyi","species","46283","","Equus leidyi","species","46283","Irvingtonian","","1.8","0.3","2615"
"197602","occ","","","20353","Equus niobrarensis","species","46293","","Equus niobrarensis","species","46293","Irvingtonian","","1.8","0.3","3099"
"197603","occ","","","20353","Equus cf. conversidens","species","46262","","Equus conversidens","species","46262","Irvingtonian","","1.8","0.3","3099"
"197628","occ","","","20354","Equus cf. complicatus","species","46261","","Equus complicatus","species","46261","Irvingtonian","","1.8","0.3","1727"
"197638","occ","","","20355","Equus sp.","genus","42996","","Equus","genus","42996","Middle Pleistocene","","0.781","0.126","2939"
"197648","occ","","","20358","Equus sp.","genus","42996","","Equus","genus","42996","Middle Pleistocene","","0.781","0.126","2939"
"197657","occ","","","20359","Equus cf. scotti","species","46305","","Equus scotti","species","46305","Middle Pleistocene","","0.781","0.126","2939"
"197665","occ","","","20360","Equus cf. scotti","species","46305","","Equus scotti","species","46305","Middle Pleistocene","","0.781","0.126","2939"
"197696","occ","","","20369","Equus sp.","genus","42996","","Equus","genus","42996","Middle Pleistocene","","0.781","0.126","2939"
"197703","occ","","","20371","Equus calobatus","species","46260","subjective synonym of","Equus francisci","species","46270","Irvingtonian","","1.8","0.3","1684"
"197705","occ","","","20372","Equus sp.","genus","42996","","Equus","genus","42996","Irvingtonian","","1.8","0.3","2401"
"197707","occ","","","20373","Equus cf. conversidens","species","46262","","Equus conversidens","species","46262","Irvingtonian","","1.8","0.3","4222"
"197708","occ","9536","","20373","Equus sp.","genus","42996","","Equus","genus","42996","Irvingtonian","","1.8","0.3","6294"
"197724","occ","9540","","20375","Equus sp.","genus","42996","","Equus","genus","42996","Irvingtonian","","1.8","0.3","6294"
"197725","occ","","","20375","Equus calobatus","species","46260","subjective synonym of","Equus francisci","species","46270","Irvingtonian","","1.8","0.3","1916"
"197732","occ","9544","","20376","Equus sp.","genus","42996","","Equus","genus","42996","Irvingtonian","","1.8","0.3","6294"
"197733","occ","","","20376","Equus calobatus","species","46260","subjective synonym of","Equus francisci","species","46270","Irvingtonian","","1.8","0.3","1916"
"197758","occ","9555","","20382","Equus sp.","genus","42996","","Equus","genus","42996","Irvingtonian","","1.8","0.3","6294"
"197759","occ","","","20382","Equus calobatus","species","46260","subjective synonym of","Equus francisci","species","46270","Irvingtonian","","1.8","0.3","1310"
"197760","occ","","","20382","Equus scotti","species","46305","","Equus scotti","species","46305","Irvingtonian","","1.8","0.3","1310"
"197761","occ","","","20382","Equus giganteus","species","46273","","Equus giganteus","species","46273","Irvingtonian","","1.8","0.3","1310"
"197807","occ","9571","","20384","Equus leidyi","species","46283","","Equus leidyi","species","46283","Blancan","","4.9","1.8","1955"
"197844","occ","","","20385","Equus sp.","genus","42996","","Equus","genus","42996","Irvingtonian","","1.8","0.3","3872"
"197847","occ","","","20386","Equus (Equus) sp.","subgenus","42996","obsolete variant of","Equus","genus","42996","Irvingtonian","","1.8","0.3","2854"
"197863","occ","9582","","20387","Equus sp.","genus","42996","","Equus","genus","42996","Irvingtonian","","1.8","0.3","6294"
"197927","occ","","","20390","Equus niobrarensis","species","46293","","Equus niobrarensis","species","46293","Irvingtonian","","1.8","0.3","1912"
"197949","occ","","","20391","Equus sp.","genus","42996","","Equus","genus","42996","Irvingtonian","","1.8","0.3","3099"
"197961","occ","","","20396","Equus sp.","genus","42996","","Equus","genus","42996","Irvingtonian","","1.8","0.3","3378"
"197969","occ","","","20397","Equus scotti","species","46305","","Equus scotti","species","46305","Blancan","Irvingtonian","4.9","0.3","1794"
"198007","occ","","","20400","Equus leidyi","species","46283","","Equus leidyi","species","46283","Irvingtonian","","1.8","0.3","1960"
"198008","occ","","","20400","Equus sp.","genus","42996","","Equus","genus","42996","Irvingtonian","","1.8","0.3","1960"
"198009","occ","","","20400","Equus cf. fraternus","species","46271","","Equus fraternus","species","46271","Irvingtonian","","1.8","0.3","1960"
"198021","occ","","","20401","Equus leidyi","species","46283","","Equus leidyi","species","46283","Irvingtonian","","1.8","0.3","1960"
"198037","occ","","","20402","Equus leidyi","species","46283","","Equus leidyi","species","46283","Irvingtonian","","1.8","0.3","1960"
"198044","occ","","","20403","Equus leidyi","species","46283","","Equus leidyi","species","46283","Irvingtonian","","1.8","0.3","1960"
"198049","occ","","","20404","Equus sp.","genus","42996","","Equus","genus","42996","Irvingtonian","Rancholabrean","1.8","0.012","2018"
"198054","occ","","","20405","Equus sp.","genus","42996","","Equus","genus","42996","Irvingtonian","","1.8","0.3","1630"
"198088","occ","","","20411","Equus simplicidens","species","46308","recombined as","Equus (Dolichohippus) simplicidens","species","46308","Irvingtonian","","1.8","0.3","3083"
"198089","occ","9635","","20411","Equus sp.","genus","42996","","Equus","genus","42996","Irvingtonian","","1.8","0.3","6202"
"198109","occ","","","20414","Equus sp.","genus","42996","","Equus","genus","42996","Irvingtonian","Rancholabrean","1.8","0.012","2018"
"198127","occ","","","20415","Equus leidyi","species","46283","","Equus leidyi","species","46283","Irvingtonian","","1.8","0.3","2615"
"198134","occ","","","20417","Equus calobatus","species","46260","subjective synonym of","Equus francisci","species","46270","Irvingtonian","","1.8","0.3","1200"
"198135","occ","","","20417","Equus scotti","species","46305","","Equus scotti","species","46305","Irvingtonian","","1.8","0.3","1200"
"198153","occ","","","20420","Equus cf. scotti","species","46305","","Equus scotti","species","46305","Irvingtonian","","1.8","0.3","1302"
"198230","occ","","","20431","Equus sp.","genus","42996","","Equus","genus","42996","Irvingtonian","","1.8","0.3","1187"
"198256","occ","","","20434","Equus sp.","genus","42996","","Equus","genus","42996","Irvingtonian","","1.8","0.3","2048"
"198261","occ","","","20435","Equus sp.","genus","42996","","Equus","genus","42996","Irvingtonian","","1.8","0.3","2048"
"198267","occ","","","20436","Equus sp.","genus","42996","","Equus","genus","42996","Irvingtonian","","1.8","0.3","2048"
"198292","occ","","","20440","Equus sp.","genus","42996","","Equus","genus","42996","Rancholabrean","","0.3","0.012","2050"
"198368","occ","9677","","20454","Equus scotti","species","46305","","Equus scotti","species","46305","Irvingtonian","","1.8","0.3","6294"
"198389","occ","","","20461","Equus sp.","genus","42996","","Equus","genus","42996","Irvingtonian","","1.8","0.3","2725"
"198394","occ","","","20462","Equus sp.","genus","42996","","Equus","genus","42996","Irvingtonian","","1.8","0.3","2725"
"198395","occ","9679","","20463","Equus cf. scotti","species","46305","","Equus scotti","species","46305","Irvingtonian","","1.8","0.3","6294"
"198405","occ","","","20464","Equus sp.","genus","42996","","Equus","genus","42996","Irvingtonian","","1.8","0.3","2725"
"198407","occ","","","20466","Equus sp.","genus","42996","","Equus","genus","42996","Irvingtonian","","1.8","0.3","2725"
"198408","occ","","","20467","Equus sp.","genus","42996","","Equus","genus","42996","Irvingtonian","","1.8","0.3","2725"
"198410","occ","","","20469","Equus sp.","genus","42996","","Equus","genus","42996","Irvingtonian","","1.8","0.3","2725"
"198447","occ","","","20475","Equus leidyi","species","46283","","Equus leidyi","species","46283","Irvingtonian","","1.8","0.3","2615"
"198496","occ","","","20477","Equus sp.","genus","42996","","Equus","genus","42996","Irvingtonian","","1.8","0.3","1022"
"198505","occ","","","20478","Equus leidyi","species","46283","","Equus leidyi","species","46283","Irvingtonian","","1.8","0.3","1955"
"198538","occ","","","20479","Equus complicatus","species","46261","","Equus complicatus","species","46261","Irvingtonian","","1.8","0.3","1628"
"198539","occ","","","20479","Equus pectinatus","species","46298","","Equus pectinatus","species","46298","Irvingtonian","","1.8","0.3","1628"
"198548","occ","","","20481","Equus sp.","genus","42996","","Equus","genus","42996","Irvingtonian","","1.8","0.3","2040"
"198553","occ","9721","","20482","Equus leidyi","species","46283","","Equus leidyi","species","46283","Irvingtonian","","1.8","0.3","1955"
"198561","occ","","","20484","cf. Equus sp.","genus","42996","","Equus","genus","42996","Irvingtonian","","1.8","0.3","929"
"198563","occ","","","20486","Equus sp.","genus","42996","","Equus","genus","42996","Irvingtonian","Rancholabrean","1.8","0.012","2018"
"198568","occ","","","20487","Equus sp.","genus","42996","","Equus","genus","42996","Irvingtonian","Rancholabrean","1.8","0.012","2018"
"198572","occ","","","20488","Equus sp.","genus","42996","","Equus","genus","42996","Irvingtonian","Rancholabrean","1.8","0.012","2018"
"198573","occ","","","20489","Equus sp.","genus","42996","","Equus","genus","42996","Irvingtonian","Rancholabrean","1.8","0.012","2018"
"198622","occ","","","20491","Equus sp.","genus","42996","","Equus","genus","42996","Rancholabrean","","0.3","0.012","3580"
"198642","occ","","","20492","Equus cf. niobrarensis","species","46293","","Equus niobrarensis","species","46293","Irvingtonian","Rancholabrean","1.8","0.012","1854"
"198645","occ","","","20493","Equus sp.","genus","42996","","Equus","genus","42996","Irvingtonian","","1.8","0.3","2372"
"198653","occ","","","20494","Equus leidyi","species","46283","","Equus leidyi","species","46283","Irvingtonian","","1.8","0.3","2615"
"198664","occ","","","20495","Equus sp.","genus","42996","","Equus","genus","42996","Rancholabrean","","0.3","0.012","19165"
"198683","occ","","","20498","Equus n. sp. scotti","species","46305","","Equus scotti","species","46305","Irvingtonian","","1.8","0.3","1899"
"198684","occ","9745","","20498","Equus sp.","genus","42996","","Equus","genus","42996","Irvingtonian","","1.8","0.3","6294"
"198685","occ","","","20498","Equus n. sp. calobatus","species","46260","subjective synonym of","Equus francisci","species","46270","Irvingtonian","","1.8","0.3","1899"
"198701","occ","9748","","20500","Equus sp.","genus","42996","","Equus","genus","42996","Irvingtonian","","1.8","0.3","6294"
"198702","occ","","","20500","Equus calobatus","species","46260","subjective synonym of","Equus francisci","species","46270","Irvingtonian","","1.8","0.3","1916"
"198717","occ","9752","","20501","Equus sp.","genus","42996","","Equus","genus","42996","Irvingtonian","","1.8","0.3","6294"
"198718","occ","","","20501","Equus calobatus","species","46260","subjective synonym of","Equus francisci","species","46270","Irvingtonian","","1.8","0.3","1916"
"198721","occ","","","20502","Equus sp.","genus","42996","","Equus","genus","42996","Irvingtonian","","1.8","0.3","2401"
"198737","occ","","","20503","Equus sp.","genus","42996","","Equus","genus","42996","Irvingtonian","","1.8","0.3","2549"
"198835","occ","","","20515","Equus sp.","genus","42996","","Equus","genus","42996","Irvingtonian","","1.8","0.3","2879"
"198857","occ","","","20517","Equus sp.","genus","42996","","Equus","genus","42996","Irvingtonian","Rancholabrean","1.8","0.012","2018"
"198883","occ","","","20520","Equus fraternus","species","46271","","Equus fraternus","species","46271","Irvingtonian","","1.8","0.3","3567"
"198884","occ","","","20520","Equus sp.","genus","42996","","Equus","genus","42996","Irvingtonian","","1.8","0.3","3567"
"198890","occ","9774","","20521","Equus scotti","species","46305","","Equus scotti","species","46305","Irvingtonian","Rancholabrean","1.8","0.012","6294"
"198905","occ","","","20523","Equus sp.","genus","42996","","Equus","genus","42996","Irvingtonian","","1.8","0.3","3071"
"198908","occ","","","20525","Equus sp.","genus","42996","","Equus","genus","42996","Irvingtonian","","1.8","0.3","2252"
"198914","occ","","","20527","Equus sp.","genus","42996","","Equus","genus","42996","Irvingtonian","","1.8","0.3","2018"
"198932","occ","","","20529","Equus cf. conversidens","species","46262","","Equus conversidens","species","46262","Irvingtonian","","1.8","0.3","1159"
"198966","occ","9796","","20530","Equus sp.","genus","42996","","Equus","genus","42996","Irvingtonian","","1.8","0.3","6202"
"198967","occ","","","20530","Equus conversidens","species","46262","","Equus conversidens","species","46262","Irvingtonian","","1.8","0.3","1304"
"198968","occ","","","20530","Equus calobatus","species","46260","subjective synonym of","Equus francisci","species","46270","Irvingtonian","","1.8","0.3","1304"
"198969","occ","","","20530","Equus cf. scotti","species","46305","","Equus scotti","species","46305","Irvingtonian","","1.8","0.3","3019"
"198979","occ","","","20533","Equus cf. conversidens","species","46262","","Equus conversidens","species","46262","Irvingtonian","","1.8","0.3","1302"
"198984","occ","","","20535","Equus sp.","genus","42996","","Equus","genus","42996","Irvingtonian","","1.8","0.3","1471"
"198988","occ","","","20536","Equus sp.","genus","42996","","Equus","genus","42996","Irvingtonian","","1.8","0.3","2252"
"198995","occ","9804","","20539","Equus sp.","genus","42996","","Equus","genus","42996","Irvingtonian","","1.8","0.3","6294"
"199000","occ","","","20540","Equus sp.","genus","42996","","Equus","genus","42996","Blancan","","4.9","1.8","2018"
"199006","occ","","","20542","Equus sp.","genus","42996","","Equus","genus","42996","Irvingtonian","Rancholabrean","1.8","0.012","2018"
"199015","occ","","","20548","Equus sp.","genus","42996","","Equus","genus","42996","Irvingtonian","","1.8","0.3","2320"
"199027","occ","","","20553","Equus sp.","genus","42996","","Equus","genus","42996","Irvingtonian","","1.8","0.3","3799"
"199078","occ","","","20556","Equus sp.","genus","42996","","Equus","genus","42996","Irvingtonian","","1.8","0.3","2896"
"199089","occ","9813","","20558","Equus sp.","genus","42996","","Equus","genus","42996","Irvingtonian","","1.8","0.3","6294"
"199090","occ","","","20558","Equus scotti","species","46305","","Equus scotti","species","46305","Irvingtonian","","1.8","0.3","1794"
"199144","occ","","","20561","Equus sp.","genus","42996","","Equus","genus","42996","Irvingtonian","Rancholabrean","1.8","0.012","2018"
"199166","occ","","","20563","Equus complicatus","species","46261","","Equus complicatus","species","46261","Irvingtonian","","1.8","0.3","1200"
"199167","occ","","","20563","Equus pacificus","species","46295","","Equus pacificus","species","46295","Irvingtonian","","1.8","0.3","1200"
"199172","occ","","","20564","Equus sp.","genus","42996","","Equus","genus","42996","Irvingtonian","","1.8","0.3","2780"
"199198","occ","","","20568","Equus cf. scotti","species","46305","","Equus scotti","species","46305","Irvingtonian","","1.8","0.3","6202"
"199226","occ","9847","","20569","Equus scotti","species","46305","","Equus scotti","species","46305","Late Pleistocene","","0.126","0.0117","6225"
"199238","occ","","","20570","Equus sp.","genus","42996","","Equus","genus","42996","Late Pleistocene","","0.126","0.0117","2018"
"199253","occ","","","20571","Equus sp.","genus","42996","","Equus","genus","42996","Late Pleistocene","","0.126","0.0117","3567"
"199275","occ","","","20572","Equus sp.","genus","42996","","Equus","genus","42996","Late Pleistocene","","0.126","0.0117","3567"
"199324","occ","","","20576","Equus conversidens","species","46262","","Equus conversidens","species","46262","Late Pleistocene","","0.126","0.0117","1785"
"199328","occ","","","20579","Equus sp.","genus","42996","","Equus","genus","42996","Late Pleistocene","","0.126","0.0117","2018"
"199340","occ","","","20580","Equus sp.","genus","42996","","Equus","genus","42996","Late Pleistocene","","0.126","0.0117","3567"
"199362","occ","","","20585","Equus sp.","genus","42996","","Equus","genus","42996","Late Pleistocene","","0.126","0.0117","2018"
"199382","occ","","","20586","Equus sp.","genus","42996","","Equus","genus","42996","Late Pleistocene","","0.126","0.0117","3192"
"199383","occ","9861","","20586","Equus conversidens","species","46262","","Equus conversidens","species","46262","Late Pleistocene","","0.126","0.0117","6294"
"199397","occ","","","20590","Equus scotti","species","46305","","Equus scotti","species","46305","Late Pleistocene","","0.126","0.0117","1785"
"199406","occ","","","20591","Equus sp.","genus","42996","","Equus","genus","42996","Late Pleistocene","","0.126","0.0117","1962"
"199417","occ","","","20593","Equus sp.","genus","42996","","Equus","genus","42996","Late Pleistocene","","0.126","0.0117","3567"
"199432","occ","","","20594","Equus sp.","genus","42996","","Equus","genus","42996","Late Pleistocene","","0.126","0.0117","3567"
"199476","occ","","","20598","Equus sp.","genus","42996","","Equus","genus","42996","Late Pleistocene","","0.126","0.0117","3567"
"199497","occ","","","20600","Equus cf. complicatus","species","46261","","Equus complicatus","species","46261","Late Pleistocene","","0.126","0.0117","2727"
"199506","occ","","","20603","Equus scotti","species","46305","","Equus scotti","species","46305","Late Pleistocene","","0.126","0.0117","2784"
"199543","occ","","","20604","Equus sp.","genus","42996","","Equus","genus","42996","Late Pleistocene","","0.126","0.0117","1962"
"199574","occ","","","20607","Equus sp.","genus","42996","","Equus","genus","42996","Late Pleistocene","","0.126","0.0117","2018"
"199592","occ","","","20608","Equus sp.","genus","42996","","Equus","genus","42996","Late Pleistocene","","0.126","0.0117","3567"
"199598","occ","","","20609","Equus pacificus","species","46295","","Equus pacificus","species","46295","Late Pleistocene","","0.126","0.0117","2018"
"199614","occ","","","20612","Equus sp.","genus","42996","","Equus","genus","42996","Late Pleistocene","","0.126","0.0117","2501"
"199627","occ","","","20613","Equus sp.","genus","42996","","Equus","genus","42996","Late Pleistocene","","0.126","0.0117","1962"
"199648","occ","","","20615","Equus conversidens","species","46262","","Equus conversidens","species","46262","Late Pleistocene","","0.126","0.0117","1200"
"199649","occ","","","20615","Equus niobrarensis","species","46293","","Equus niobrarensis","species","46293","Late Pleistocene","","0.126","0.0117","1200"
"199650","occ","9888","","20615","Equus sp.","genus","42996","","Equus","genus","42996","Late Pleistocene","","0.126","0.0117","6294"
"199672","occ","","","20617","Equus conversidens","species","46262","","Equus conversidens","species","46262","Late Pleistocene","","0.126","0.0117","1766"
"199693","occ","","","20621","Equus sp.","genus","42996","","Equus","genus","42996","Late Pleistocene","","0.126","0.0117","3553"
"199703","occ","","","20622","Equus sp.","genus","42996","","Equus","genus","42996","Late Pleistocene","","0.126","0.0117","2018"
"199714","occ","","","20623","Equus sp.","genus","42996","","Equus","genus","42996","Late Pleistocene","","0.126","0.0117","2018"
"199727","occ","","","20624","Equus sp.","genus","42996","","Equus","genus","42996","Rancholabrean","","0.3","0.012","2588"
"199757","occ","9909","","20626","Equus verae","species","42996","species not entered","Equus","genus","42996","Late Pleistocene","","0.126","0.0117","1785"
"199766","occ","","","20627","Equus sp.","genus","42996","","Equus","genus","42996","Late Pleistocene","","0.126","0.0117","2048"
"199769","occ","","","20628","Equus sp.","genus","42996","","Equus","genus","42996","Late Pleistocene","","0.126","0.0117","2018"
"199776","occ","","","20629","Equus sp.","genus","42996","","Equus","genus","42996","Late Pleistocene","","0.126","0.0117","3567"
"199781","occ","","","20630","Equus ? sp.","genus","42996","","Equus","genus","42996","Rancholabrean","","0.3","0.012","2018"
"199791","occ","9912","","20633","Equus sp.","genus","42996","","Equus","genus","42996","Late Pleistocene","","0.126","0.0117","6294"
"199792","occ","","","20633","Equus sp.","genus","42996","","Equus","genus","42996","Late Pleistocene","","0.126","0.0117","3477"
"199811","occ","","","20634","Equus sp.","genus","42996","","Equus","genus","42996","Late Pleistocene","","0.126","0.0117","3567"
"199830","occ","","","20635","Equus conversidens","species","46262","","Equus conversidens","species","46262","Late Pleistocene","","0.126","0.0117","3182"
"199847","occ","","","20636","Equus sp.","genus","42996","","Equus","genus","42996","Late Pleistocene","","0.126","0.0117","24950"
"199873","occ","","","20638","Equus leidyi","species","46283","","Equus leidyi","species","46283","Late Pleistocene","","0.126","0.0117","3567"
"199890","occ","","","20639","Equus sp.","genus","42996","","Equus","genus","42996","Late Pleistocene","","0.126","0.0117","2588"
"199896","occ","","","20640","Equus cf. niobrarensis","species","46293","","Equus niobrarensis","species","46293","Late Pleistocene","","0.126","0.0117","3182"
"199920","occ","","","20641","Equus conversidens ?","species","46262","","Equus conversidens","species","46262","Late Pleistocene","","0.126","0.0117","2589"
"199921","occ","","","20641","Equus sp.","genus","42996","","Equus","genus","42996","Late Pleistocene","","0.126","0.0117","2589"
"199937","occ","","","20642","Equus sp.","genus","42996","","Equus","genus","42996","Late Pleistocene","","0.126","0.0117","2018"
"199952","occ","","","20644","Equus sp.","genus","42996","","Equus","genus","42996","Late Pleistocene","","0.126","0.0117","2018"
"199961","occ","","","20646","Equus sp.","genus","42996","","Equus","genus","42996","Late Pleistocene","","0.126","0.0117","2018"
"199974","occ","","","20647","Equus fraternus","species","46271","","Equus fraternus","species","46271","Late Pleistocene","","0.126","0.0117","3567"
"199975","occ","","","20647","Equus giganteus","species","46273","","Equus giganteus","species","46273","Late Pleistocene","","0.126","0.0117","3567"
"199982","occ","","","20648","Equus niobrarensis","species","46293","","Equus niobrarensis","species","46293","Late Pleistocene","","0.126","0.0117","1203"
"199984","occ","9939","","20649","Equus cf. conversidens","species","46262","","Equus conversidens","species","46262","Late Pleistocene","","0.126","0.0117","1785"
"200003","occ","","","20650","Equus sp.","genus","42996","","Equus","genus","42996","Late Pleistocene","","0.126","0.0117","3567"
"200025","occ","","","20653","Equus sp.","genus","42996","","Equus","genus","42996","Late Pleistocene","","0.126","0.0117","3567"
"201403","occ","","","21197","Equus n. sp. valeriani","species","42996","species not entered","Equus","genus","42996","Late Pleistocene","","0.126","0.0117","6494"
"211990","occ","","","21287","Equus sp.","genus","42996","","Equus","genus","42996","Late Pliocene","Early Pleistocene","3.6","0.781","4488"
"212000","occ","","","21291","Equus sp.","genus","42996","","Equus","genus","42996","Late Pliocene","Early Pleistocene","3.6","0.781","4454"
"212003","occ","","","21293","Equus sp.","genus","42996","","Equus","genus","42996","Late Pliocene","Early Pleistocene","3.6","0.781","4454"
"212007","occ","","","21294","Equus sp.","genus","42996","","Equus","genus","42996","Calabrian","","1.806","0.781","4454"
"212051","occ","","","21297","Equus sp.","genus","42996","","Equus","genus","42996","Calabrian","","1.806","0.781","4454"
"212054","occ","","","21300","Equus sp.","genus","42996","","Equus","genus","42996","Gelasian","","2.588","1.806","4454"
"212062","occ","","","21301","Equus sp.","genus","42996","","Equus","genus","42996","Gelasian","","2.588","1.806","4454"
"212064","occ","","","21305","Equus sp.","genus","42996","","Equus","genus","42996","Gelasian","","2.588","1.806","4454"
"212233","occ","","","21342","Equus sp.","genus","42996","","Equus","genus","42996","Gelasian","","2.588","1.806","4454"
"212235","occ","","","21343","Equus sp.","genus","42996","","Equus","genus","42996","Calabrian","","1.806","0.781","4454"
"212240","occ","","","21347","Equus sp.","genus","42996","","Equus","genus","42996","Calabrian","","1.806","0.781","4454"
"212242","occ","","","21352","Equus sp.","genus","42996","","Equus","genus","42996","Late Pliocene","Early Pleistocene","3.6","0.781","4454"
"212276","occ","","","21367","Equus indet.","genus","42996","","Equus","genus","42996","Late Pliocene","Calabrian","3.6","0.781","10216"
"212298","occ","","","21369","Equus sp.","genus","42996","","Equus","genus","42996","Pliocene","Pleistocene","5.333","0.0117","10216"
"212307","occ","","","21370","Equus sp.","genus","42996","","Equus","genus","42996","Late Pliocene","Calabrian","3.6","0.781","10216"
"212318","occ","","","21376","Equus indet.","genus","42996","","Equus","genus","42996","Gelasian","","2.588","1.806","10216"
"212337","occ","","","21396","Equus indet.","genus","42996","","Equus","genus","42996","Early Pleistocene","","2.588","0.781","10216"
"212346","occ","","","21398","Equus sp.","genus","42996","","Equus","genus","42996","Gelasian","","2.588","1.806","10216"
"212385","occ","","","21402","Equus indet.","genus","42996","","Equus","genus","42996","Calabrian","","1.806","0.781","10216"
"212394","occ","","","21404","Equus indet.","genus","42996","","Equus","genus","42996","Pliocene","Pleistocene","5.333","0.0117","10216"
"212399","occ","","","21410","Equus indet.","genus","42996","","Equus","genus","42996","Gelasian","","2.588","1.806","10216"
"212452","occ","","","21442","Equus sp.","genus","42996","","Equus","genus","42996","Pliocene","Pleistocene","5.333","0.0117","4760"
"212458","occ","","","21445","Equus indet.","genus","42996","","Equus","genus","42996","Pliocene","Pleistocene","5.333","0.0117","10216"
"212466","occ","","","21448","Equus indet.","genus","42996","","Equus","genus","42996","Pliocene","Pleistocene","5.333","0.0117","10216"
"212467","occ","","","21449","Equus indet.","genus","42996","","Equus","genus","42996","Calabrian","","1.806","0.781","10216"
"212478","occ","","","21454","Equus indet.","genus","42996","","Equus","genus","42996","Pliocene","Pleistocene","5.333","0.0117","10216"
"212484","occ","","","21455","Equus indet.","genus","42996","","Equus","genus","42996","Calabrian","","1.806","0.781","10216"
"212488","occ","","","21457","Equus sp.","genus","42996","","Equus","genus","42996","Gelasian","","2.588","1.806","10216"
"212496","occ","","","21458","Equus indet.","genus","42996","","Equus","genus","42996","Late Pliocene","Calabrian","3.6","0.781","10216"
