"Data Provider","The Paleobiology Database"
"Data Source","The Paleobiology Database"
"Data License","Creative Commons CC-BY"
"License URL","http://creativecommons.org/licenses/by/4.0/"
"Documentation URL","http://paleobiodb.org/data1.2/occs/list_doc.html"
"Data URL","http://paleobiodb.org/data1.2/occs/list.csv?datainfo&rowcount&base_name=plantae&cc=EUR,NOA&show=acconly"
"Access Time","Mon 2017-03-13 02:22:43 GMT"
"Title","PBDB Data Service"
"Parameters:"
"","base_name","plantae"
"","cc","EUR,NOA"
"","timerule","major"
"","taxon_status","all"
"","show","acconly"
"Elapsed Time","1.63"
"Records Found","37803"
"Records Returned","37803"
"Records:"
"occurrence_no","record_type","reid_no","flags","collection_no","accepted_name","accepted_rank","accepted_no","early_interval","late_interval","max_ma","min_ma","reference_no"
"1049399","occ","","","129226","Magnoliopsida","class","55217","Early Paleocene","","66","61.7","18516"
"1049400","occ","","","129226","Magnoliopsida","class","55217","Early Paleocene","","66","61.7","18516"
"1049401","occ","","","129226","Magnoliopsida","class","55217","Early Paleocene","","66","61.7","18516"
"1049402","occ","","","129226","Magnoliopsida","class","55217","Early Paleocene","","66","61.7","18516"
"1049403","occ","","","129226","Tiliaceae","family","55597","Early Paleocene","","66","61.7","18516"
"1049404","occ","","","129226","Magnoliopsida","class","55217","Early Paleocene","","66","61.7","18516"
"1049405","occ","","","129226","Magnoliopsida","class","55217","Early Paleocene","","66","61.7","18516"
"1049406","occ","","","129226","Magnoliopsida","class","55217","Early Paleocene","","66","61.7","18516"
"1049407","occ","","","129226","Magnoliopsida","class","55217","Early Paleocene","","66","61.7","18516"
"1049408","occ","","","129226","Magnoliopsida","class","55217","Early Paleocene","","66","61.7","18516"
"1049409","occ","","","129226","Magnoliopsida","class","55217","Early Paleocene","","66","61.7","18516"
"1049410","occ","","","129226","Magnoliopsida","class","55217","Early Paleocene","","66","61.7","18516"
"1049411","occ","","","129226","Magnoliopsida","class","55217","Early Paleocene","","66","61.7","18516"
"1049412","occ","","","129226","Magnoliopsida","class","55217","Early Paleocene","","66","61.7","18516"
"1049413","occ","","","129226","Magnoliopsida","class","55217","Early Paleocene","","66","61.7","18516"
"1049414","occ","","","129226","Magnoliopsida","class","55217","Early Paleocene","","66","61.7","18516"
"1049415","occ","","","129226","Magnoliopsida","class","55217","Early Paleocene","","66","61.7","18516"
"1049416","occ","","","129226","Magnoliopsida","class","55217","Early Paleocene","","66","61.7","18516"
"1049417","occ","","","129226","Magnoliopsida","class","55217","Early Paleocene","","66","61.7","18516"
"1049418","occ","","","129226","Magnoliopsida","class","55217","Early Paleocene","","66","61.7","18516"
"1049419","occ","","","129226","Magnoliopsida","class","55217","Early Paleocene","","66","61.7","18516"
"1049420","occ","","","129226","Magnoliopsida","class","55217","Early Paleocene","","66","61.7","18516"
"1049421","occ","","","129226","Magnoliopsida","class","55217","Early Paleocene","","66","61.7","18516"
"1049422","occ","","","129226","Magnoliopsida","class","55217","Early Paleocene","","66","61.7","18516"
"1049423","occ","","","129226","Magnoliopsida","class","55217","Early Paleocene","","66","61.7","18516"
"1049424","occ","","","129226","Magnoliopsida","class","55217","Early Paleocene","","66","61.7","18516"
"1049425","occ","","","129226","Magnoliopsida","class","55217","Early Paleocene","","66","61.7","18516"
"1049426","occ","","","129226","Magnoliopsida","class","55217","Early Paleocene","","66","61.7","18516"
"1049427","occ","","","129226","Magnoliopsida","class","55217","Early Paleocene","","66","61.7","18516"
"1049428","occ","","","129226","Magnoliopsida","class","55217","Early Paleocene","","66","61.7","18516"
"1049429","occ","","","129226","Magnoliopsida","class","55217","Early Paleocene","","66","61.7","18516"
"1049430","occ","","","129226","Magnoliopsida","class","55217","Early Paleocene","","66","61.7","18516"
"1049437","occ","","","129226","Magnoliopsida","class","55217","Early Paleocene","","66","61.7","18516"
"1049438","occ","","","129226","Magnoliopsida","class","55217","Early Paleocene","","66","61.7","18516"
"1049439","occ","","","129226","Magnoliopsida","class","55217","Early Paleocene","","66","61.7","18516"
"1049440","occ","","","129226","Magnoliopsida","class","55217","Early Paleocene","","66","61.7","18516"
"1049441","occ","","","129226","Magnoliopsida","class","55217","Early Paleocene","","66","61.7","18516"
"1049442","occ","","","129226","Magnoliopsida","class","55217","Early Paleocene","","66","61.7","18516"
"1049443","occ","","","129226","Magnoliopsida","class","55217","Early Paleocene","","66","61.7","18516"
"1049444","occ","","","129226","Magnoliopsida","class","55217","Early Paleocene","","66","61.7","18516"
"1049445","occ","","","129226","Magnoliopsida","class","55217","Early Paleocene","","66","61.7","18516"
"1049446","occ","","","129226","Magnoliopsida","class","55217","Early Paleocene","","66","61.7","18516"
"1049449","occ","","","129226","Magnoliopsida","class","55217","Early Paleocene","","66","61.7","18516"
"1049450","occ","","","129226","Magnoliopsida","class","55217","Early Paleocene","","66","61.7","18516"
"1049451","occ","","","129226","Magnoliopsida","class","55217","Early Paleocene","","66","61.7","18516"
"1049452","occ","","","129226","Magnoliopsida","class","55217","Early Paleocene","","66","61.7","18516"
"1049453","occ","","","129226","Magnoliopsida","class","55217","Early Paleocene","","66","61.7","18516"
"1049454","occ","","","129226","Magnoliopsida","class","55217","Early Paleocene","","66","61.7","18516"
"1049455","occ","","","129226","Magnoliopsida","class","55217","Early Paleocene","","66","61.7","18516"
"1049456","occ","","","129226","Magnoliopsida","class","55217","Early Paleocene","","66","61.7","18516"
"1049457","occ","","","129226","Magnoliopsida","class","55217","Early Paleocene","","66","61.7","18516"
"1049458","occ","","","129226","Magnoliopsida","class","55217","Early Paleocene","","66","61.7","18516"
"1049462","occ","","","129226","Magnoliopsida","class","55217","Early Paleocene","","66","61.7","18516"
"1049463","occ","","","129226","Magnoliopsida","class","55217","Early Paleocene","","66","61.7","18516"
"1049464","occ","","","129226","Magnoliopsida","class","55217","Early Paleocene","","66","61.7","18516"
"1049465","occ","","","129226","Magnoliopsida","class","55217","Early Paleocene","","66","61.7","18516"
"1049466","occ","","","129226","Magnoliopsida","class","55217","Early Paleocene","","66","61.7","18516"
"1049467","occ","","","129226","Magnoliopsida","class","55217","Early Paleocene","","66","61.7","18516"
"1049468","occ","","","129226","Magnoliopsida","class","55217","Early Paleocene","","66","61.7","18516"
"1049469","occ","","","129226","Magnoliopsida","class","55217","Early Paleocene","","66","61.7","18516"
"1049470","occ","","","129226","Magnoliopsida","class","55217","Early Paleocene","","66","61.7","18516"
"1049471","occ","","F","129226","Sterculiaceae","family","53811","Early Paleocene","","66","61.7","18516"
"1049475","occ","","","129226","Magnoliopsida","class","55217","Early Paleocene","","66","61.7","18516"
"1049476","occ","","","129226","Magnoliopsida","class","55217","Early Paleocene","","66","61.7","18516"
"1049477","occ","","","129226","Magnoliopsida","class","55217","Early Paleocene","","66","61.7","18516"
"1049478","occ","","","129226","Magnoliopsida","class","55217","Early Paleocene","","66","61.7","18516"
"1049479","occ","","","129226","Magnoliopsida","class","55217","Early Paleocene","","66","61.7","18516"
"1049480","occ","","","129226","Magnoliopsida","class","55217","Early Paleocene","","66","61.7","18516"
"1049481","occ","","","129226","Magnoliopsida","class","55217","Early Paleocene","","66","61.7","18516"
"1049482","occ","","","129226","Magnoliopsida","class","55217","Early Paleocene","","66","61.7","18516"
"1049483","occ","","","129226","Urticaceae","family","55603","Early Paleocene","","66","61.7","18516"
"1049484","occ","","","129226","Magnoliopsida","class","55217","Early Paleocene","","66","61.7","18516"
"1049486","occ","","","129226","Magnoliopsida","class","55217","Early Paleocene","","66","61.7","18516"
"1049487","occ","","","129226","Magnoliopsida","class","55217","Early Paleocene","","66","61.7","18516"
"1049488","occ","","","129226","Magnoliopsida","class","55217","Early Paleocene","","66","61.7","18516"
"1049489","occ","","","129226","Magnoliopsida","class","55217","Early Paleocene","","66","61.7","18516"
"1049490","occ","","","129226","Magnoliopsida","class","55217","Early Paleocene","","66","61.7","18516"
"1049491","occ","","","129226","Magnoliopsida","class","55217","Early Paleocene","","66","61.7","18516"
"1049492","occ","","","129226","Magnoliopsida","class","55217","Early Paleocene","","66","61.7","18516"
"1049493","occ","","","129226","Magnoliopsida","class","55217","Early Paleocene","","66","61.7","18516"
"1049494","occ","","","129226","Magnoliopsida","class","55217","Early Paleocene","","66","61.7","18516"
"1049495","occ","","","129226","Magnoliopsida","class","55217","Early Paleocene","","66","61.7","18516"
"1049497","occ","","","129226","Magnoliopsida","class","55217","Early Paleocene","","66","61.7","18516"
"1049498","occ","","","129226","Magnoliopsida","class","55217","Early Paleocene","","66","61.7","18516"
"1049499","occ","","","129226","Magnoliopsida","class","55217","Early Paleocene","","66","61.7","18516"
"1049500","occ","","","129226","Magnoliopsida","class","55217","Early Paleocene","","66","61.7","18516"
"1049501","occ","","","129226","Magnoliopsida","class","55217","Early Paleocene","","66","61.7","18516"
"1049502","occ","","","129226","Magnoliopsida","class","55217","Early Paleocene","","66","61.7","18516"
"1049503","occ","","","129226","Magnoliopsida","class","55217","Early Paleocene","","66","61.7","18516"
"1049504","occ","","","129226","Magnoliopsida","class","55217","Early Paleocene","","66","61.7","18516"
"1049505","occ","","","129226","Magnoliopsida","class","55217","Early Paleocene","","66","61.7","18516"
"1049506","occ","","","129226","Magnoliopsida","class","55217","Early Paleocene","","66","61.7","18516"
"1049508","occ","","","129226","Magnoliopsida","class","55217","Early Paleocene","","66","61.7","18516"
"1049509","occ","","","129226","Magnoliopsida","class","55217","Early Paleocene","","66","61.7","18516"
"1049510","occ","","","129226","Magnoliopsida","class","55217","Early Paleocene","","66","61.7","18516"
"1049511","occ","","","129226","Magnoliopsida","class","55217","Early Paleocene","","66","61.7","18516"
"1049512","occ","","","129226","Magnoliopsida","class","55217","Early Paleocene","","66","61.7","18516"
"1049513","occ","","","129226","Magnoliopsida","class","55217","Early Paleocene","","66","61.7","18516"
"1049514","occ","","","129226","Magnoliopsida","class","55217","Early Paleocene","","66","61.7","18516"
"1049515","occ","","","129226","Magnoliopsida","class","55217","Early Paleocene","","66","61.7","18516"
"1049516","occ","","","129226","Magnoliopsida","class","55217","Early Paleocene","","66","61.7","18516"
"1049517","occ","","","129226","Magnoliopsida","class","55217","Early Paleocene","","66","61.7","18516"
"1049519","occ","","","129226","Magnoliopsida","class","55217","Early Paleocene","","66","61.7","18516"
"1049520","occ","","","129226","Magnoliopsida","class","55217","Early Paleocene","","66","61.7","18516"
"1049521","occ","","","129226","Fabaceae","family","183021","Early Paleocene","","66","61.7","18516"
"1049528","occ","","","129230","Paranymphaea crassifolia","species","55301","Early Paleocene","","66","61.7","18516"
"1049529","occ","","","129230","Populus","genus","55955","Early Paleocene","","66","61.7","18516"
"1049531","occ","","","129230","Magnoliopsida","class","55217","Early Paleocene","","66","61.7","18516"
"1049532","occ","","","129230","Platanaceae","family","52917","Early Paleocene","","66","61.7","18516"
"1049533","occ","","","129230","Magnoliopsida","class","55217","Early Paleocene","","66","61.7","18516"
"1049534","occ","","","129230","Penosphyllum cordatum","species","55324","Early Paleocene","","66","61.7","18516"
"1049536","occ","","","129230","Magnoliopsida","class","55217","Early Paleocene","","66","61.7","18516"
"1049537","occ","","","129230","Platanus raynoldsi","species","53334","Early Paleocene","","66","61.7","18516"
"1049538","occ","","","129230","Magnoliopsida","class","55217","Early Paleocene","","66","61.7","18516"
"1049539","occ","","","129230","Magnoliopsida","class","55217","Early Paleocene","","66","61.7","18516"
"1049540","occ","","","129230","Platanaceae","family","52917","Early Paleocene","","66","61.7","18516"
"1049541","occ","","F","129230","Flacourtiaceae","family","55451","Early Paleocene","","66","61.7","18516"
"1049542","occ","","","129230","Magnoliopsida","class","55217","Early Paleocene","","66","61.7","18516"
"1049543","occ","","","129230","Dilleniidae","subclass","54907","Early Paleocene","","66","61.7","18516"
"1049544","occ","","F","129230","Flacourtiaceae","family","55451","Early Paleocene","","66","61.7","18516"
"1049545","occ","","","129230","Magnoliopsida","class","55217","Early Paleocene","","66","61.7","18516"
"1049546","occ","","","129230","Magnoliopsida","class","55217","Early Paleocene","","66","61.7","18516"
"1049547","occ","","","129230","Magnoliopsida","class","55217","Early Paleocene","","66","61.7","18516"
"1049548","occ","","","129230","Magnoliopsida","class","55217","Early Paleocene","","66","61.7","18516"
"1049549","occ","","","129230","Nelumbago montanum","species","55896","Early Paleocene","","66","61.7","18516"
"1049550","occ","","","129230","Magnoliopsida","class","55217","Early Paleocene","","66","61.7","18516"
"1052038","occ","","","113705","Sequoia","genus","55068","Burdigalian","","20.44","15.97","42176"
"1052039","occ","","","113705","Alnus","genus","54588","Burdigalian","","20.44","15.97","42176"
"1052041","occ","","","113705","Pinus","genus","55062","Burdigalian","","20.44","15.97","42176"
"1052042","occ","","","113705","Glyptostrobus europaeus","species","55252","Burdigalian","","20.44","15.97","42176"
"1069132","occ","","","132354","Plantae","kingdom","54311","Late Campanian","","83.5","70.6","42629"
"1069476","occ","","","132494","Plantae","kingdom","54311","Middle Cenomanian","Late Cenomanian","99.6","93.5","42688"
"1069477","occ","","","132494","Pinophyta","phylum","82139","Middle Cenomanian","Late Cenomanian","99.6","93.5","42688"
"1069478","occ","","","132494","Cycadaceae","family","54571","Middle Cenomanian","Late Cenomanian","99.6","93.5","42688"
"1070803","occ","","","122514","Lepidodendron obovatum","species","125633","Westphalian C","Westphalian D","314.6","306.95","42752"
"1070804","occ","","","122514","Asterophyllites","genus","125726","Westphalian C","Westphalian D","314.6","306.95","42752"
"1070805","occ","","","122514","Asterophyllites","genus","125726","Westphalian C","Westphalian D","314.6","306.95","42752"
"1070806","occ","","","122514","Sphenopteris","genus","56117","Westphalian C","Westphalian D","314.6","306.95","42752"
"1070807","occ","","F","122514","Neuropteris","genus","157275","Westphalian C","Westphalian D","314.6","306.95","42752"
"1070808","occ","","F","122514","Cordaites","genus","125753","Westphalian C","Westphalian D","314.6","306.95","42752"
"1071224","occ","","F","132933","Monosulcites","genus","276835","Norian","Rhaetian","228","201.3","42793"
"1071225","occ","","F","132933","Brachyphyllum","genus","56328","Norian","Rhaetian","228","201.3","42793"
"1071226","occ","","","132933","Classopollis","genus","276497","Norian","Rhaetian","228","201.3","42793"
"1073496","occ","","F","80283","Brachyphyllum","genus","56328","Albian","","113","100.5","42937"
"1073497","occ","","","80283","Podozamites","genus","277344","Albian","","113","100.5","42937"
"1074694","occ","","","68021","Plantae","kingdom","54311","Rupelian","","33.9","28.1","43041"
"1088266","occ","","","136754","Pinophyta","phylum","82139","Early Albian","","112.03","109","43728"
"1088267","occ","","F","136754","Angiospermae","phylum","54885","Early Albian","","112.03","109","43728"
"1088423","occ","","","136785","Sphenopteris","genus","56117","Early Albian","Middle Albian","112.03","105.3","43732"
"1088424","occ","","","136785","Sagenopteris mclearni","species","56131","Early Albian","Middle Albian","112.03","105.3","43732"
"1088425","occ","","","136785","Ginkgo pluripartita","species","56137","Early Albian","Middle Albian","112.03","105.3","43732"
"1088427","occ","","","136785","Elatocladus","genus","55884","Early Albian","Middle Albian","112.03","105.3","43732"
"1088434","occ","","","136786","Cladophlebis virginiensis","species","56115","Early Albian","Middle Albian","112.03","105.3","43732"
"1088435","occ","","","136786","Coniopteris","genus","56101","Early Albian","Middle Albian","112.03","105.3","43732"
"1088436","occ","","F","136786","Onychiopsis","genus","179274","Early Albian","Middle Albian","112.03","105.3","43732"
"1088437","occ","","","136786","Sphenopteris","genus","56117","Early Albian","Middle Albian","112.03","105.3","43732"
"1088441","occ","","","136786","Pseudocycas","genus","56136","Early Albian","Middle Albian","112.03","105.3","43732"
"1088442","occ","","","136786","Pterophyllum","genus","56233","Early Albian","Middle Albian","112.03","105.3","43732"
"1088444","occ","","","136786","Pagiophyllum","genus","288230","Early Albian","Middle Albian","112.03","105.3","43732"
"1088445","occ","","","136786","Pityophyllum","genus","288232","Early Albian","Middle Albian","112.03","105.3","43732"
"1088446","occ","","","136786","Pityophyllum","genus","288232","Early Albian","Middle Albian","112.03","105.3","43732"
"1088447","occ","","","136786","Sapindopsis","genus","53051","Early Albian","Middle Albian","112.03","105.3","43732"
"1088449","occ","","","136788","Cladophlebis","genus","56111","Early Albian","Middle Albian","112.03","105.3","43732"
"1088450","occ","","","136788","Coniopteris","genus","56101","Early Albian","Middle Albian","112.03","105.3","43732"
"1088451","occ","","","136788","Baiera","genus","288241","Early Albian","Middle Albian","112.03","105.3","43732"
"1088452","occ","","","136788","Ginkgo pluripartita","species","56137","Early Albian","Middle Albian","112.03","105.3","43732"
"1088453","occ","","","136788","Elatocladus","genus","55884","Early Albian","Middle Albian","112.03","105.3","43732"
"1088454","occ","","","136788","Pityophyllum","genus","288232","Early Albian","Middle Albian","112.03","105.3","43732"
"1088464","occ","","","136793","Cladophlebis","genus","56111","Early Albian","Middle Albian","112.03","105.3","43732"
"1088466","occ","","","136793","Nilsonia","genus","169172","Early Albian","Middle Albian","112.03","105.3","43732"
"1088467","occ","","","136793","Pseudocycas","genus","56136","Early Albian","Middle Albian","112.03","105.3","43732"
"1088468","occ","","","136793","Elatocladus","genus","55884","Early Albian","Middle Albian","112.03","105.3","43732"
"1088469","occ","","","136793","Pagiophyllum","genus","288230","Early Albian","Middle Albian","112.03","105.3","43732"
"1088471","occ","","","136794","Cladophlebis","genus","56111","Early Albian","Middle Albian","112.03","105.3","43732"
"1088472","occ","","F","136794","Ptilophyllum","genus","56226","Early Albian","Middle Albian","112.03","105.3","43732"
"1088473","occ","","","136794","Nilsonia","genus","169172","Early Albian","Middle Albian","112.03","105.3","43732"
"1088475","occ","","","136794","Nilsonia","genus","169172","Early Albian","Middle Albian","112.03","105.3","43732"
"1088476","occ","","","136794","Podozamites","genus","277344","Early Albian","Middle Albian","112.03","105.3","43732"
"1088485","occ","","","136798","Sphenopteris","genus","56117","Early Albian","Middle Albian","112.03","105.3","43732"
"1088486","occ","","","136798","Sagenopteris williamsii","species","56132","Early Albian","Middle Albian","112.03","105.3","43732"
"1088487","occ","","","136798","Podozamites","genus","277344","Early Albian","Middle Albian","112.03","105.3","43732"
"1088488","occ","","","136798","Sapindopsis","genus","53051","Early Albian","Middle Albian","112.03","105.3","43732"
"1093024","occ","","","137592","Plantae","kingdom","54311","Aptian","Albian","125","100.5","44000"
"1093741","occ","","","137806","Plantae","kingdom","54311","Late Paleocene","","58.7","55.8","44068"
"1094636","occ","","","32313","Selaginella","genus","282557","Late Jurassic","Neocomian","163.5","130","44155"
"1094637","occ","","","32313","Selaginella","genus","282557","Late Jurassic","Neocomian","163.5","130","44155"
"1094638","occ","","F","32313","Stereisporites","genus","252484","Late Jurassic","Neocomian","163.5","130","44155"
"1094639","occ","","F","32313","Klukisporites","genus","252482","Late Jurassic","Neocomian","163.5","130","44155"
"1094641","occ","","F","32313","Stereisporites","genus","252484","Late Jurassic","Neocomian","163.5","130","44155"
"1094644","occ","","F","32313","Leiotriletes","genus","252471","Late Jurassic","Neocomian","163.5","130","44155"
"1094645","occ","","F","32313","Stereisporites","genus","252484","Late Jurassic","Neocomian","163.5","130","44155"
"1094649","occ","","","32313","Pinaceae","family","54794","Late Jurassic","Neocomian","163.5","130","44155"
"1094650","occ","","","32313","Pinus","genus","55062","Late Jurassic","Neocomian","163.5","130","44155"
"1094651","occ","","F","32313","Podocarpus","genus","264290","Late Jurassic","Neocomian","163.5","130","44155"
"1094654","occ","","","32313","Picea","genus","83629","Late Jurassic","Neocomian","163.5","130","44155"
"1096088","occ","","","138374","Donlesia dakotensis","species","255464","Early Cretaceous","","145","100.5","44302"
"1098149","occ","","","58514","Plantae","kingdom","54311","Kimmeridgian","Tithonian","157.3","145","44416"
"1099838","occ","","","138874","Cranea wyomingensis","species","256649","Paleocene","Eocene","66","33.9","44555"
"1099839","occ","","","138878","Cranea wyomingensis","species","256649","Paleocene","Eocene","66","33.9","44555"
"1099840","occ","","","138875","Cranea wyomingensis","species","256649","Paleocene","Eocene","66","33.9","44555"
"1099841","occ","","","138877","Cranea wyomingensis","species","256649","Paleocene","Eocene","66","33.9","44555"
"1099842","occ","","","138879","Cranea wyomingensis","species","256649","Paleocene","Eocene","66","33.9","44555"
"1100655","occ","","","138968","Plantae","kingdom","54311","Late Campanian","","83.5","70.6","44658"
"1104046","occ","","","97830","Plantae","kingdom","54311","Norian","","228","208.5","44840"
"1104059","occ","","","22684","Equisetites","genus","135895","Rhaetian","","208.5","201.3","44850"
"1104060","occ","","","22684","Podozamites","genus","277344","Rhaetian","","208.5","201.3","44850"
"1104918","occ","","","139662","Larix","genus","83628","Uintan","","46.2","40.4","44914"
"1104919","occ","","","139662","Metasequoia","genus","55255","Uintan","","46.2","40.4","44914"
"1104920","occ","","","139662","Glyptostrobus","genus","55253","Uintan","","46.2","40.4","44914"
"1104921","occ","","","139662","Picea","genus","83629","Uintan","","46.2","40.4","44914"
"1104924","occ","","","139662","Pinus","genus","55062","Uintan","","46.2","40.4","44914"
"1104927","occ","","","139662","Betula","genus","55294","Uintan","","46.2","40.4","44914"
"1104928","occ","","","139662","Carya","genus","54583","Uintan","","46.2","40.4","44914"
"1104929","occ","","","139662","Alnus","genus","54588","Uintan","","46.2","40.4","44914"
"1104930","occ","","","139662","Cercidiphyllum","genus","54608","Uintan","","46.2","40.4","44914"
"1106996","occ","","","138894","Lapposisporites","genus","261031","Induan","","252.17","251.2","26197"
"1106997","occ","","","138894","Kraeuselisporites","genus","340585","Induan","","252.17","251.2","26197"
"1106998","occ","","","138894","Aculeisporites","genus","261033","Induan","","252.17","251.2","26197"
"1107000","occ","","","138895","Cyclogranisporites","genus","261034","Induan","","252.17","251.2","26197"
"1107001","occ","","","138896","Cyclogranisporites","genus","261034","Induan","","252.17","251.2","26197"
"1107002","occ","","","138896","Scythiana","genus","261037","Induan","","252.17","251.2","26197"
"1107003","occ","","","138896","Metaleiofusa","genus","261038","Induan","","252.17","251.2","26197"
"1107004","occ","","","138897","Cyclogranisporites","genus","261034","Induan","","252.17","251.2","26197"
"1107005","occ","","","138897","Scythiana","genus","261037","Induan","","252.17","251.2","26197"
"1107006","occ","","","138897","Metaleiofusa","genus","261038","Induan","","252.17","251.2","26197"
"1107009","occ","","","138898","Scythiana","genus","261037","Induan","","252.17","251.2","26197"
"1107010","occ","","","138898","Metaleiofusa","genus","261038","Induan","","252.17","251.2","26197"
"1107012","occ","","","138898","Scythiana","genus","261037","Induan","","252.17","251.2","26197"
"1107014","occ","","","138899","Scythiana","genus","261037","Induan","","252.17","251.2","26197"
"1107015","occ","","","138899","Metaleiofusa","genus","261038","Induan","","252.17","251.2","26197"
"1107017","occ","","","138899","Scythiana","genus","261037","Induan","","252.17","251.2","26197"
"1107021","occ","","","138900","Scythiana","genus","261037","Induan","","252.17","251.2","26197"
"1107022","occ","","","138900","Metaleiofusa","genus","261038","Induan","","252.17","251.2","26197"
"1107024","occ","","","138900","Scythiana","genus","261037","Induan","","252.17","251.2","26197"
"1107026","occ","","","138901","Scythiana","genus","261037","Induan","","252.17","251.2","26197"
"1107027","occ","","","138901","Metaleiofusa","genus","261038","Induan","","252.17","251.2","26197"
"1107029","occ","","","138901","Scythiana","genus","261037","Induan","","252.17","251.2","26197"
"1107033","occ","","","138902","Scythiana","genus","261037","Induan","","252.17","251.2","26197"
"1107034","occ","","","138902","Metaleiofusa","genus","261038","Induan","","252.17","251.2","26197"
"1107036","occ","","","138902","Scythiana","genus","261037","Induan","","252.17","251.2","26197"
"1107040","occ","","","138902","Scythiana","genus","261037","Induan","","252.17","251.2","26197"
"1107041","occ","","","138904","Scythiana","genus","261037","Olenekian","","251.2","247.2","26197"
"1107042","occ","","","138904","Metaleiofusa","genus","261038","Olenekian","","251.2","247.2","26197"
"1107044","occ","","","138904","Scythiana","genus","261037","Olenekian","","251.2","247.2","26197"
"1107048","occ","","","138904","Scythiana","genus","261037","Olenekian","","251.2","247.2","26197"
"1107049","occ","","","138905","Scythiana","genus","261037","Olenekian","","251.2","247.2","26197"
"1107050","occ","","","138905","Metaleiofusa","genus","261038","Olenekian","","251.2","247.2","26197"
"1107052","occ","","","138905","Scythiana","genus","261037","Olenekian","","251.2","247.2","26197"
"1107055","occ","","","138905","Scythiana","genus","261037","Olenekian","","251.2","247.2","26197"
"1107056","occ","","","138906","Scythiana","genus","261037","Olenekian","","251.2","247.2","26197"
"1107058","occ","","","138906","Scythiana","genus","261037","Olenekian","","251.2","247.2","26197"
"1107061","occ","","","138906","Scythiana","genus","261037","Olenekian","","251.2","247.2","26197"
"1107062","occ","","","138907","Scythiana","genus","261037","Olenekian","","251.2","247.2","26197"
"1107064","occ","","","138907","Scythiana","genus","261037","Olenekian","","251.2","247.2","26197"
"1107067","occ","","","138907","Scythiana","genus","261037","Olenekian","","251.2","247.2","26197"
"1107073","occ","","","138908","Scythiana","genus","261037","Early Triassic","","252.17","247.2","26197"
"1107074","occ","","F","138908","Densoisporites","genus","264482","Early Triassic","","252.17","247.2","26197"
"1107079","occ","","","138909","Scythiana","genus","261037","Early Triassic","","252.17","247.2","26197"
"1107080","occ","","F","138909","Densoisporites","genus","264482","Early Triassic","","252.17","247.2","26197"
"1107087","occ","","","139176","Scythiana","genus","261037","Early Triassic","","252.17","247.2","26197"
"1107088","occ","","F","139176","Densoisporites","genus","264482","Early Triassic","","252.17","247.2","26197"
"1107093","occ","","F","139177","Densoisporites","genus","264482","Early Triassic","","252.17","247.2","26197"
"1107097","occ","","","139177","Scythiana","genus","261037","Early Triassic","","252.17","247.2","26197"
"1107100","occ","","F","139179","Densoisporites","genus","264482","Early Triassic","","252.17","247.2","26197"
"1107105","occ","","F","139180","Densoisporites","genus","264482","Early Triassic","","252.17","247.2","26197"
"1107110","occ","","F","139181","Densoisporites","genus","264482","Early Triassic","","252.17","247.2","26197"
"1107366","occ","","","139435","Scythiana","genus","261037","Early Triassic","","252.17","247.2","26197"
"1107367","occ","","","139435","Scythiana","genus","261037","Early Triassic","","252.17","247.2","26197"
"1107369","occ","","","139435","Scythiana","genus","261037","Early Triassic","","252.17","247.2","26197"
"1107371","occ","","","139436","Scythiana","genus","261037","Early Triassic","","252.17","247.2","26197"
"1107373","occ","","","139436","Scythiana","genus","261037","Early Triassic","","252.17","247.2","26197"
"1107375","occ","","F","139436","Densoisporites","genus","264482","Early Triassic","","252.17","247.2","26197"
"1107380","occ","","","139438","Scythiana","genus","261037","Early Triassic","","252.17","247.2","26197"
"1107382","occ","","","139438","Scythiana","genus","261037","Early Triassic","","252.17","247.2","26197"
"1107383","occ","","F","139438","Densoisporites","genus","264482","Early Triassic","","252.17","247.2","26197"
"1107388","occ","","","139443","Scythiana","genus","261037","Early Triassic","","252.17","247.2","26197"
"1107389","occ","","F","139443","Densoisporites","genus","264482","Early Triassic","","252.17","247.2","26197"
"1107392","occ","","","139443","Platysaccus","genus","340635","Early Triassic","","252.17","247.2","26197"
"1107398","occ","","F","139516","Densoisporites","genus","264482","Early Triassic","","252.17","247.2","26197"
"1107401","occ","","","139516","Platysaccus","genus","340635","Early Triassic","","252.17","247.2","26197"
"1107405","occ","","","139516","Kraeuselisporites","genus","340585","Early Triassic","","252.17","247.2","26197"
"1107432","occ","","F","139517","Densoisporites","genus","264482","Early Triassic","","252.17","247.2","26197"
"1107435","occ","","","139517","Platysaccus","genus","340635","Early Triassic","","252.17","247.2","26197"
"1107439","occ","","","139517","Kraeuselisporites","genus","340585","Early Triassic","","252.17","247.2","26197"
"1107448","occ","","F","139518","Densoisporites","genus","264482","Early Triassic","","252.17","247.2","26197"
"1107451","occ","","","139518","Kraeuselisporites","genus","340585","Early Triassic","","252.17","247.2","26197"
"1107457","occ","","F","139520","Densoisporites","genus","264482","Early Triassic","","252.17","247.2","26197"
"1107459","occ","","","139520","Kraeuselisporites","genus","340585","Early Triassic","","252.17","247.2","26197"
"1107929","occ","","","123960","Hooleya indecisa","species","260412","Priabonian","","38","33.9","5007"
"1108546","occ","","F","140294","Polygonum","genus","319859","Late Pleistocene","","0.126","0.0117","45363"
