Species	Status	min_age	max_age
Equidae	extinct	5.333	23.03
Pliohippus_pernix	extinct	5.333	23.03
Pseudhipparion_gratum	extinct	5.333	23.03
Merychippus_insignis	extinct	13.6	15.97
Equinae	extinct	10.3	13.6
Pliohippus_pernix	extinct	10.3	13.6
Pseudhipparion_gratum	extinct	10.3	13.6
Hippotherium	extinct	10.3	13.6
Desmatippus	extinct	5.333	23.03
Equinae	extinct	5.333	23.03
Protohippus_perditus	extinct	5.333	23.03
Hypohippus	extinct	13.6	15.97
Pseudhipparion_retrusum	extinct	10.3	13.6
Dinohippus	extinct	4.9	10.3
Protohippus_gidleyi	extinct	4.9	10.3
Hippotherium	extinct	4.9	10.3
Nannippus	extinct	4.9	10.3
Neohipparion_trampasense	extinct	4.9	10.3
Equini	extinct	13.6	15.97
Hipparionini	extinct	13.6	15.97
Hypohippus_affinis	extinct	4.9	13.6
Pseudhipparion_retrusum	extinct	4.9	13.6
Merychippus_coloradense	extinct	4.9	13.6
Hipparion_tehonense	extinct	10.3	13.6
Neohipparion_trampasense	extinct	10.3	13.6
Pseudhipparion_skinneri	extinct	10.3	13.6
Pseudhipparion_retrusum	extinct	10.3	13.6
Pliohippus_pernix	extinct	10.3	13.6
Hippotherium	extinct	10.3	13.6
Calippus	extinct	5.333	23.03
Pseudhipparion_gratum	extinct	10.3	13.6
Dinohippus_leidyanus	extinct	4.9	10.3
Hipparion_tehonense	extinct	4.9	10.3
Anchitheriinae	extinct	13.6	15.97
Hypohippus_osborni	extinct	13.6	15.97
Megahippus_mckennai	extinct	13.6	15.97
Parahippus_cognatus	extinct	13.6	15.97
Merychippus_insignis	extinct	13.6	15.97
Pseudhipparion_retrusum	extinct	13.6	15.97
Cormohipparion_quinni	extinct	13.6	15.97
Calippus_regulus	extinct	13.6	15.97
Calippus	extinct	13.6	15.97
Pliohippus_mirabilis	extinct	13.6	15.97
Protohippus_perditus	extinct	13.6	15.97
Hypohippus_affinis	extinct	13.6	15.97
Megahippus	extinct	13.6	15.97
Calippus_placidus	extinct	13.6	15.97
Calippus	extinct	13.6	15.97
Hippotherium	extinct	13.6	15.97
Pseudhipparion_retrusum	extinct	13.6	15.97
Hipparionini	extinct	10.3	15.97
Equini	extinct	10.3	15.97
Calippus_martini	extinct	10.3	13.6
Hipparion_tehonense	extinct	10.3	13.6
Calippus_martini	extinct	10.3	13.6
Neohipparion_affine	extinct	10.3	13.6
Hippotherium	extinct	10.3	13.6
Nannippus	extinct	10.3	13.6
Pseudhipparion	extinct	10.3	13.6
Equini	extinct	10.3	13.6
Merychippus_insignis	extinct	13.6	15.97
Hipparionini	extinct	13.6	15.97
Calippus	extinct	13.6	15.97
Protohippus	extinct	13.6	15.97
Equinae	extinct	13.6	15.97
Equini	extinct	10.3	13.6
Calippus_cerasinus	extinct	10.3	13.6
Protohippus_gidleyi	extinct	10.3	13.6
Pseudhipparion_skinneri	extinct	10.3	13.6
Calippus_martini	extinct	10.3	13.6
Pliohippus	extinct	10.3	13.6
Pseudhipparion	extinct	10.3	13.6
Hipparion_tehonense	extinct	10.3	13.6
Hippotherium	extinct	10.3	13.6
Pseudhipparion_gratum	extinct	10.3	13.6
Pseudhipparion_gratum	extinct	10.3	13.6
Pseudhipparion_skinneri	extinct	10.3	13.6
Hipparionini	extinct	10.3	13.6
Pseudhipparion_gratum	extinct	10.3	13.6
Hipparionini	extinct	10.3	13.6
Equini	extinct	10.3	13.6
Pseudhipparion_gratum	extinct	10.3	13.6
Hippotherium	extinct	10.3	13.6
Equini	extinct	10.3	13.6
Hippotherium	extinct	10.3	13.6
Equini	extinct	10.3	13.6
Pseudhipparion_gratum	extinct	10.3	13.6
Hippotherium	extinct	10.3	13.6
Equini	extinct	10.3	13.6
Pseudhipparion_gratum	extinct	10.3	13.6
Hippotherium	extinct	10.3	13.6
Equini	extinct	10.3	13.6
Calippus_martini	extinct	10.3	13.6
Pseudhipparion_gratum	extinct	10.3	13.6
Hippotherium	extinct	10.3	13.6
Equini	extinct	10.3	13.6
Equinae	extinct	10.3	13.6
Equini	extinct	10.3	13.6
Equinae	extinct	10.3	13.6
Hipparionini	extinct	10.3	13.6
Pseudhipparion_gratum	extinct	10.3	13.6
Hippotherium	extinct	10.3	13.6
Equini	extinct	10.3	13.6
Pseudhipparion_gratum	extinct	10.3	13.6
Hippotherium	extinct	10.3	13.6
Calippus_martini	extinct	10.3	13.6
Pseudhipparion_gratum	extinct	10.3	13.6
Hipparionini	extinct	10.3	13.6
Hipparionini	extinct	10.3	13.6
Equini	extinct	10.3	13.6
Pseudhipparion_gratum	extinct	10.3	13.6
Hippotherium	extinct	10.3	13.6
Equini	extinct	10.3	13.6
Equinae	extinct	10.3	13.6
Pseudhipparion_gratum	extinct	10.3	13.6
Calippus_martini	extinct	10.3	13.6
Hipparionini	extinct	4.9	10.3
Dinohippus_interpolatus	extinct	4.9	10.3
Hypohippus	extinct	10.3	13.6
Calippus_cerasinus	extinct	10.3	13.6
Protohippus_gidleyi	extinct	10.3	13.6
Hippotherium	extinct	10.3	13.6
Cormohipparion_occidentale	extinct	10.3	13.6
Neohipparion_trampasense	extinct	10.3	13.6
Pseudhipparion_gratum	extinct	10.3	13.6
Pseudhipparion_skinneri	extinct	10.3	13.6
Dinohippus_leidyanus	extinct	4.9	10.3
Hypohippus_affinis	extinct	5.333	23.03
Calippus_martini	extinct	5.333	23.03
Calippus	extinct	5.333	23.03
Pseudhipparion_curtivallum	extinct	5.333	23.03
Nannippus	extinct	5.333	23.03
Cormohipparion_ingenuum	extinct	5.333	23.03
Cormohipparion_emsliei	extinct	4.9	10.3
Anchitheriinae	extinct	5.333	23.03
Merychippus_gunteri	extinct	5.333	23.03
Neohipparion_eurystyle	extinct	11.62	13.82
Cormohipparion_emsliei	extinct	11.62	13.82
Nannippus_aztecus	extinct	11.62	13.82
Hipparionini	extinct	11.62	13.82
Calippus_proplacidus	extinct	5.333	23.03
Hippotherium	extinct	5.333	23.03
Acritohippus_isonesus	extinct	5.333	23.03
Megahippus	extinct	13.6	15.97
Pliohippus_mirabilis	extinct	13.6	15.97
Protohippus_perditus	extinct	13.6	15.97
Calippus_proplacidus	extinct	13.6	15.97
Calippus	extinct	13.6	15.97
Pseudhipparion	extinct	13.6	15.97
Merychippus_californicus	extinct	13.6	15.97
Nannippus	extinct	13.6	15.97
Hippotherium	extinct	13.6	15.97
Neohipparion_eurystyle	extinct	5.333	23.03
Pseudhipparion_skinneri	extinct	5.333	23.03
Nannippus_aztecus	extinct	5.333	23.03
Hypohippus_chico	extinct	5.333	23.03
Calippus_martini	extinct	5.333	23.03
Archaeohippus_blackbergi	extinct	15.97	20.43
Merychippus_gunteri	extinct	15.97	20.43
Cormohipparion_emsliei	extinct	5.333	23.03
Parahippus_leonensis	extinct	5.333	23.03
Equinae	extinct	11.62	13.82
Archaeohippus	extinct	11.62	13.82
Neohipparion_eurystyle	extinct	4.9	10.3
Cormohipparion_emsliei	extinct	4.9	10.3
Dinohippus_mexicanus	extinct	4.9	10.3
Calippus_elachistus	extinct	5.333	23.03
Calippus_hondurensis	extinct	5.333	23.03
Neohipparion_trampasense	extinct	5.333	23.03
Pseudhipparion_skinneri	extinct	5.333	23.03
Cormohipparion_plicatile	extinct	5.333	23.03
Cormohipparion_ingenuum	extinct	5.333	23.03
Archaeohippus_blackbergi	extinct	5.333	23.03
Nannippus_westoni	extinct	5.333	23.03
Cormohipparion_plicatile	extinct	5.333	23.03
Hipparionini	extinct	5.333	23.03
Neohipparion_eurystyle	extinct	4.9	10.3
Hipparion_tehonense	extinct	4.9	10.3
Nannippus_aztecus	extinct	4.9	10.3
Cormohipparion_plicatile	extinct	4.9	10.3
Cormohipparion_ingenuum	extinct	4.9	10.3
Neohipparion_eurystyle	extinct	4.9	10.3
Pseudhipparion_simpsoni	extinct	4.9	10.3
Cormohipparion_emsliei	extinct	4.9	10.3
Cormohipparion_ingenuum	extinct	5.333	23.03
Cormohipparion_plicatile	extinct	5.333	23.03
Cormohipparion_emsliei	extinct	5.333	23.03
Hipparion_tehonense	extinct	5.333	23.03
Nannippus_westoni	extinct	5.333	23.03
Cormohipparion_ingenuum	extinct	5.333	23.03
Cormohipparion_plicatile	extinct	5.333	23.03
Nannippus_westoni	extinct	3.6	5.333
Cormohipparion_emsliei	extinct	3.6	5.333
Protohippus_supremus	extinct	10.3	13.6
Calippus_martini	extinct	10.3	13.6
Calippus	extinct	10.3	13.6
Pseudhipparion_curtivallum	extinct	10.3	13.6
Nannippus	extinct	10.3	13.6
Cormohipparion_ingenuum	extinct	10.3	13.6
Parahippus_leonensis	extinct	15.97	23.03
Merychippus_gunteri	extinct	13.6	15.97
Merychippus_primus	extinct	13.6	15.97
Calippus_elachistus	extinct	4.9	10.3
Calippus_hondurensis	extinct	4.9	10.3
Protohippus_gidleyi	extinct	4.9	10.3
Pseudhipparion_skinneri	extinct	4.9	10.3
Nannippus_westoni	extinct	4.9	10.3
Neohipparion_trampasense	extinct	4.9	10.3
Cormohipparion_plicatile	extinct	4.9	10.3
Cormohipparion_ingenuum	extinct	4.9	10.3
Calippus_hondurensis	extinct	5.333	23.03
Pseudhipparion_skinneri	extinct	5.333	23.03
Cormohipparion_plicatile	extinct	5.333	23.03
Cormohipparion_plicatile	extinct	4.9	13.6
Calippus_cerasinus	extinct	5.333	23.03
Hipparionini	extinct	5.333	23.03
Cormohipparion_ingenuum	extinct	5.333	23.03
Cormohipparion_plicatile	extinct	5.333	23.03
Hipparionini	extinct	5.333	23.03
Cormohipparion_ingenuum	extinct	5.333	23.03
Neohipparion_eurystyle	extinct	4.9	10.3
Cormohipparion_emsliei	extinct	4.9	10.3
Dinohippus_mexicanus	extinct	4.9	10.3
Anchitherium_clarencei	extinct	13.6	15.97
Merychippus_gunteri	extinct	13.6	15.97
Merychippus_primus	extinct	13.6	15.97
Acritohippus_isonesus	extinct	13.6	15.97
Pseudhipparion_simpsoni	extinct	4.9	10.3
Acritohippus_isonesus	extinct	5.333	23.03
Neohipparion_eurystyle	extinct	4.9	10.3
Nannippus_aztecus	extinct	4.9	10.3
Cormohipparion_ingenuum	extinct	4.9	10.3
Dinohippus	extinct	4.9	10.3
Astrohippus_stockii	extinct	4.9	10.3
Neohipparion_eurystyle	extinct	4.9	10.3
Nannippus_aztecus	extinct	4.9	10.3
Hippotherium	extinct	4.9	10.3
Protohippus_gidleyi	extinct	10.3	13.6
Calippus_elachistus	extinct	10.3	13.6
Calippus_cerasinus	extinct	10.3	13.6
Neohipparion_trampasense	extinct	10.3	13.6
Pseudhipparion_skinneri	extinct	10.3	13.6
Hipparion_tehonense	extinct	10.3	13.6
Nannippus_westoni	extinct	10.3	13.6
Cormohipparion_plicatile	extinct	10.3	13.6
Cormohipparion_ingenuum	extinct	10.3	13.6
Calippus_martini	extinct	5.333	23.03
Neohipparion_eurystyle	extinct	4.9	10.3
Pseudhipparion_skinneri	extinct	4.9	10.3
Nannippus_aztecus	extinct	4.9	10.3
Cormohipparion_ingenuum	extinct	4.9	10.3
Calippus_elachistus	extinct	4.9	10.3
Cormohipparion_emsliei	extinct	4.9	10.3
Neohipparion_eurystyle	extinct	4.9	10.3
Protohippus_gidleyi	extinct	4.9	10.3
Calippus_elachistus	extinct	4.9	10.3
Calippus_hondurensis	extinct	4.9	10.3
Protohippus_gidleyi	extinct	4.9	10.3
Pseudhipparion_skinneri	extinct	4.9	10.3
Cormohipparion_ingenuum	extinct	4.9	10.3
Neohipparion_trampasense	extinct	4.9	10.3
Cormohipparion_plicatile	extinct	4.9	10.3
Nannippus_westoni	extinct	4.9	10.3
Archaeohippus_blackbergi	extinct	15.97	20.43
Merychippus_gunteri	extinct	15.97	20.43
Anchitherium_clarencei	extinct	15.97	20.43
Cormohipparion_ingenuum	extinct	4.9	10.3
Cormohipparion_plicatile	extinct	4.9	10.3
Nannippus_westoni	extinct	4.9	10.3
Protohippus_gidleyi	extinct	4.9	10.3
Calippus_hondurensis	extinct	4.9	10.3
Calippus_maccartyi	extinct	4.9	10.3
Dinohippus	extinct	4.9	10.3
Astrohippus	extinct	4.9	10.3
Neohipparion_trampasense	extinct	4.9	10.3
Cormohipparion_plicatile	extinct	4.9	10.3
Cormohipparion_emsliei	extinct	4.9	10.3
Hipparion_tehonense	extinct	4.9	10.3
Nannippus_morgani	extinct	4.9	10.3
Nannippus_aztecus	extinct	4.9	10.3
Desmatippus_texanus	extinct	5.333	23.03
Calippus_elachistus	extinct	5.333	23.03
Calippus_cerasinus	extinct	5.333	23.03
Neohipparion_trampasense	extinct	5.333	23.03
Pseudhipparion_skinneri	extinct	5.333	23.03
Nannippus_westoni	extinct	5.333	23.03
Cormohipparion_plicatile	extinct	5.333	23.03
Cormohipparion_ingenuum	extinct	5.333	23.03
Calippus_(Calippus)	extinct	13.82	15.97
Calippus_martini	extinct	13.82	15.97
Cormohipparion_ingenuum	extinct	13.82	15.97
Hippotherium	extinct	13.82	15.97
Nannippus	extinct	13.82	15.97
Pseudhipparion_curtivallum	extinct	13.82	15.97
Pliohippus_pernix	extinct	13.82	15.97
Archaeohippus	extinct	5.333	23.03
Hypohippus	extinct	5.333	23.03
Nannippus_aztecus	extinct	5.333	23.03
Pseudhipparion_skinneri	extinct	5.333	23.03
Parahippus	extinct	5.333	23.03
Neohipparion_eurystyle	extinct	4.9	10.3
Pseudhipparion_simpsoni	extinct	4.9	10.3
Nannippus_aztecus	extinct	4.9	10.3
Cormohipparion_emsliei	extinct	4.9	10.3
Calippus	extinct	4.9	10.3
Dinohippus_mexicanus	extinct	4.9	10.3
Protohippus_gidleyi	extinct	5.333	23.03
Calippus_cerasinus	extinct	5.333	23.03
Neohipparion_trampasense	extinct	5.333	23.03
Pseudhipparion_skinneri	extinct	5.333	23.03
Cormohipparion_plicatile	extinct	5.333	23.03
Cormohipparion_ingenuum	extinct	5.333	23.03
Pseudhipparion_simpsoni	extinct	4.9	10.3
Nannippus_aztecus	extinct	4.9	10.3
Neohipparion_eurystyle	extinct	4.9	10.3
Cormohipparion_emsliei	extinct	4.9	10.3
Dinohippus_mexicanus	extinct	4.9	10.3
Cormohipparion_ingenuum	extinct	5.333	23.03
Cormohipparion_plicatile	extinct	5.333	23.03
Nannippus_morgani	extinct	5.333	23.03
Archaeohippus_blackbergi	extinct	15.97	20.43
Anchitherium	extinct	15.97	20.43
Parahippus_leonensis	extinct	15.97	20.43
Dinohippus	extinct	4.9	10.3
Neohipparion_eurystyle	extinct	4.9	10.3
Pseudhipparion_skinneri	extinct	4.9	10.3
Pseudhipparion_simpsoni	extinct	4.9	10.3
Hipparion_tehonense	extinct	4.9	10.3
Nannippus_morgani	extinct	4.9	10.3
Nannippus_aztecus	extinct	4.9	10.3
Cormohipparion_plicatile	extinct	4.9	10.3
Cormohipparion_ingenuum	extinct	4.9	10.3
Cormohipparion_emsliei	extinct	4.9	10.3
Merychippus_gunteri	extinct	5.333	23.03
Pliohippus_mirabilis	extinct	5.333	23.03
Calippus_proplacidus	extinct	5.333	23.03
Calippus	extinct	5.333	23.03
Merychippus_californicus	extinct	5.333	23.03
Hippotherium	extinct	5.333	23.03
Neohipparion_eurystyle	extinct	4.9	10.3
Pseudhipparion_simpsoni	extinct	4.9	10.3
Nannippus_aztecus	extinct	4.9	10.3
Cormohipparion_emsliei	extinct	4.9	10.3
Archaeohippus	extinct	13.6	15.97
Equinae	extinct	13.6	15.97
Calippus_proplacidus	extinct	13.6	15.97
Parahippus_leonensis	extinct	15.97	20.43
Archaeohippus_blackbergi	extinct	15.97	20.43
Anchitherium_clarencei	extinct	15.97	20.43
Neohipparion_eurystyle	extinct	10.3	13.6
Cormohipparion_ingenuum	extinct	10.3	13.6
Acritohippus_isonesus	extinct	13.6	15.97
Equidae	extinct	5.333	23.03
Calippus	extinct	5.333	23.03
Hippotherium	extinct	5.333	23.03
Equinae	extinct	5.333	23.03
Hippotherium	extinct	5.333	23.03
Equidae	extinct	5.333	23.03
Merychippus_brevidontus	extinct	5.333	23.03
Cormohipparion_goorisi	extinct	5.333	23.03
Astrohippus_stockii	extinct	4.9	10.3
Dinohippus_mexicanus	extinct	4.9	10.3
Anchitherium_clarencei	extinct	15.97	20.43
Archaeohippus_blackbergi	extinct	15.97	20.43
Parahippus_leonensis	extinct	15.97	20.43
Hipparionini	extinct	5.333	23.03
Nannippus_aztecus	extinct	4.9	10.3
Neohipparion_eurystyle	extinct	4.9	10.3
Dinohippus_mexicanus	extinct	4.9	10.3
Cormohipparion_ingenuum	extinct	5.333	23.03
Protohippus_gidleyi	extinct	4.9	10.3
Calippus_maccartyi	extinct	4.9	10.3
Pseudhipparion_skinneri	extinct	4.9	10.3
Neohipparion_eurystyle	extinct	4.9	10.3
Hipparion_tehonense	extinct	4.9	10.3
Nannippus_morgani	extinct	4.9	10.3
Nannippus_aztecus	extinct	4.9	10.3
Cormohipparion_ingenuum	extinct	4.9	10.3
Neohipparion_eurystyle	extinct	4.9	10.3
Nannippus_aztecus	extinct	4.9	10.3
Cormohipparion_ingenuum	extinct	4.9	10.3
Cormohipparion_plicatile	extinct	4.9	10.3
Neohipparion_eurystyle	extinct	4.9	10.3
Parahippus_leonensis	extinct	5.333	23.03
Nannippus	extinct	5.333	23.03
Hippotherium	extinct	5.333	23.03
Merychippus_gunteri	extinct	5.333	23.03
Protohippus_vetus	extinct	5.333	23.03
Hipparionini	extinct	5.333	23.03
Merychippus_gunteri	extinct	5.333	23.03
Protohippus_vetus	extinct	5.333	23.03
Calippus_proplacidus	extinct	5.333	23.03
Cormohipparion_goorisi	extinct	5.333	23.03
Equidae	extinct	5.333	23.03
Hypohippus_affinis	extinct	10.3	13.6
Calippus_placidus	extinct	10.3	13.6
Calippus_regulus	extinct	10.3	13.6
Calippus_martini	extinct	10.3	13.6
Protohippus_supremus	extinct	10.3	13.6
Pliohippus_pernix	extinct	10.3	13.6
Pseudhipparion_curtivallum	extinct	10.3	13.6
Neohipparion_affine	extinct	10.3	13.6
Nannippus	extinct	10.3	13.6
Hippotherium	extinct	10.3	13.6
Calippus_placidus	extinct	10.3	13.6
Calippus_regulus	extinct	10.3	13.6
Calippus_martini	extinct	10.3	13.6
Protohippus_supremus	extinct	10.3	13.6
Nannippus	extinct	10.3	13.6
Hippotherium	extinct	10.3	13.6
Neohipparion_affine	extinct	10.3	13.6
Pseudhipparion_curtivallum	extinct	10.3	13.6
Nannippus	extinct	5.333	23.03
Protohippus_vetus	extinct	13.6	15.97
Merychippus_gunteri	extinct	5.333	23.03
Equidae	extinct	5.333	23.03
Archaeohippus_blackbergi	extinct	15.97	20.43
Desmatippus_texanus	extinct	15.97	20.43
Calippus_proplacidus	extinct	5.333	23.03
Protohippus_perditus	extinct	5.333	23.03
Hipparionini	extinct	5.333	23.03
Merychippus_gunteri	extinct	13.6	15.97
Calippus_proplacidus	extinct	13.6	15.97
Calippus_circulus	extinct	13.6	15.97
Protohippus_perditus	extinct	13.6	15.97
Hipparionini	extinct	13.6	15.97
Merychippus_gunteri	extinct	5.333	23.03
Protohippus_perditus	extinct	5.333	23.03
Hipparionini	extinct	5.333	23.03
Calippus_proplacidus	extinct	5.333	23.03
Merychippus_gunteri	extinct	5.333	23.03
Cormohipparion_goorisi	extinct	5.333	23.03
Protohippus_perditus	extinct	5.333	23.03
Calippus_placidus	extinct	10.3	13.6
Calippus_regulus	extinct	10.3	13.6
Calippus_martini	extinct	10.3	13.6
Protohippus_supremus	extinct	10.3	13.6
Pseudhipparion_curtivallum	extinct	10.3	13.6
Nannippus	extinct	10.3	13.6
Cormohipparion_ingenuum	extinct	10.3	13.6
Hippotherium	extinct	10.3	13.6
Protohippus	extinct	5.333	23.03
Hipparionini	extinct	5.333	23.03
Archaeohippus_blackbergi	extinct	15.97	20.43
Anchitherium_navasotae	extinct	15.97	20.43
Parahippus_leonensis	extinct	15.97	20.43
Kalobatippus_australis	extinct	15.97	20.43
Merychippus_gunteri	extinct	13.6	15.97
Calippus_proplacidus	extinct	5.333	23.03
Protohippus_perditus	extinct	5.333	23.03
Hipparionini	extinct	5.333	23.03
Protohippus_perditus	extinct	5.333	23.03
Calippus_regulus	extinct	5.333	23.03
Nannippus	extinct	5.333	23.03
Hippotherium	extinct	5.333	23.03
Merychippus_gunteri	extinct	5.333	23.03
Protohippus_perditus	extinct	5.333	23.03
Hipparionini	extinct	5.333	23.03
Merychippus_gunteri	extinct	5.333	23.03
Archaeohippus_blackbergi	extinct	15.97	20.43
Anchitherium_navasotae	extinct	15.97	20.43
Parahippus_leonensis	extinct	15.97	20.43
Merychippus_gunteri	extinct	5.333	23.03
Calippus_proplacidus	extinct	5.333	23.03
Calippus_circulus	extinct	5.333	23.03
Hipparionini	extinct	5.333	23.03
Kalobatippus_australis	extinct	5.333	23.03
Hypohippus_affinis	extinct	5.333	23.03
Equini	extinct	5.333	23.03
Equidae	extinct	5.333	23.03
Hypohippus_affinis	extinct	10.3	13.6
Calippus_placidus	extinct	10.3	13.6
Calippus_regulus	extinct	10.3	13.6
Equini	extinct	10.3	13.6
Equini	extinct	10.3	13.6
Pseudhipparion_curtivallum	extinct	10.3	13.6
Nannippus	extinct	10.3	13.6
Hippotherium	extinct	10.3	13.6
Calippus_martini	extinct	10.3	13.6
Calippus_regulus	extinct	10.3	13.6
Pseudhipparion_curtivallum	extinct	10.3	13.6
Nannippus	extinct	10.3	13.6
Hippotherium	extinct	10.3	13.6
Merychippus_gunteri	extinct	13.6	15.97
Protohippus_perditus	extinct	5.333	23.03
Hipparionini	extinct	5.333	23.03
Calippus_proplacidus	extinct	5.333	23.03
Merychippus_gunteri	extinct	5.333	23.03
Merychippus_gunteri	extinct	5.333	23.03
Calippus_proplacidus	extinct	5.333	23.03
Calippus_circulus	extinct	5.333	23.03
Protohippus_perditus	extinct	5.333	23.03
Hipparionini	extinct	5.333	23.03
Cormohipparion_goorisi	extinct	5.333	23.03
Calippus_proplacidus	extinct	5.333	23.03
Anchitherium_navasotae	extinct	5.333	23.03
Protohippus_vetus	extinct	5.333	23.03
Protohippus_vetus	extinct	5.333	23.03
Merychippus_gunteri	extinct	5.333	23.03
Protohippus_vetus	extinct	5.333	23.03
Hipparionini	extinct	5.333	23.03
Calippus_proplacidus	extinct	5.333	23.03
Merychippus	extinct	5.333	23.03
Desmatippus_texanus	extinct	20.44	23.03
Miohippus	extinct	20.44	23.03
Equidae	extinct	13.6	15.97
Hypohippus	extinct	13.6	15.97
Cormohipparion_goorisi	extinct	13.6	15.97
Merychippus_insignis	extinct	13.6	15.97
Merychippus_sejunctus	extinct	13.6	15.97
Protohippus_perditus	extinct	13.6	15.97
Protohippus_vetus	extinct	5.333	23.03
Hipparionini	extinct	5.333	23.03
Hipparion_shirleyae	extinct	5.333	23.03
Merychippus_gunteri	extinct	5.333	23.03
Equinae	extinct	5.333	23.03
Hippotherium	extinct	5.333	23.03
Protohippus_perditus	extinct	5.333	23.03
Merychippus_gunteri	extinct	5.333	23.03
Hipparionini	extinct	5.333	23.03
Calippus_proplacidus	extinct	5.333	23.03
Merychippus_gunteri	extinct	5.333	23.03
Protohippus_vetus	extinct	5.333	23.03
Calippus_proplacidus	extinct	5.333	23.03
Cormohipparion_ingenuum	extinct	5.333	23.03
Hipparionini	extinct	5.333	23.03
Calippus_proplacidus	extinct	5.333	23.03
Archaeohippus_blackbergi	extinct	5.333	23.03
Calippus_proplacidus	extinct	5.333	23.03
Hippotherium	extinct	5.333	23.03
Merychippus_gunteri	extinct	5.333	23.03
Nannippus	extinct	5.333	23.03
Hippotherium	extinct	5.333	23.03
Parahippus_leonensis	extinct	5.333	23.03
Merychippus_gunteri	extinct	5.333	23.03
Parahippus_leonensis	extinct	5.333	23.03
Archaeohippus_blackbergi	extinct	5.333	23.03
Parahippus_leonensis	extinct	5.333	23.03
Desmatippus_texanus	extinct	5.333	23.03
Merychippus_gunteri	extinct	5.333	23.03
Calippus_proplacidus	extinct	5.333	23.03
Parahippus_leonensis	extinct	5.333	23.03
Parahippus_leonensis	extinct	5.333	23.03
Pliohippus_fossulatus	extinct	5.333	23.03
Merychippus_gunteri	extinct	5.333	23.03
Protohippus_perditus	extinct	5.333	23.03
Hipparionini	extinct	5.333	23.03
Protohippus_vetus	extinct	5.333	23.03
Parahippus_leonensis	extinct	5.333	23.03
Hipparionini	extinct	5.333	23.03
Hypohippus_affinis	extinct	5.333	23.03
Parahippus_leonensis	extinct	5.333	23.03
Equidae	extinct	5.333	23.03
Nannippus_aztecus	extinct	5.333	23.03
Neohipparion	extinct	4.9	10.3
Equini	extinct	5.333	23.03
Dinohippus	extinct	5.333	23.03
Nannippus	extinct	5.333	23.03
Dinohippus_interpolatus	extinct	4.9	10.3
Hippotherium	extinct	5.333	23.03
Equini	extinct	5.333	23.03
Equinae	extinct	5.333	23.03
Merychippus	extinct	13.6	15.97
Neohipparion	extinct	13.6	15.97
Calippus_hondurensis	extinct	5.333	23.03
Merychippus	extinct	13.6	15.97
Archaeohippus	extinct	15.97	20.43
Anchitherium_clarencei	extinct	15.97	20.43
Hippotherium	extinct	5.333	23.03
Hippotherium	extinct	5.333	23.03
Merychippus	extinct	5.333	23.03
Nannippus_aztecus	extinct	4.9	10.3
Calippus	extinct	4.9	10.3
Dinohippus_interpolatus	extinct	4.9	10.3
Cormohipparion_ingenuum	extinct	5.333	23.03
Neohipparion_eurystyle	extinct	4.9	10.3
Dinohippus_mexicanus	extinct	4.9	10.3
Astrohippus_stockii	extinct	4.9	10.3
Dinohippus_mexicanus	extinct	4.9	10.3
Neohipparion_eurystyle	extinct	4.9	10.3
Merychippus_primus	extinct	13.6	15.97
Calippus_hondurensis	extinct	5.333	23.03
Nannippus_aztecus	extinct	4.9	10.3
Neohipparion_eurystyle	extinct	4.9	10.3
Astrohippus_stockii	extinct	4.9	10.3
Dinohippus_mexicanus	extinct	4.9	10.3
Dinohippus_mexicanus	extinct	4.9	10.3
Astrohippus_stockii	extinct	4.9	10.3
Calippus_hondurensis	extinct	5.333	23.03
Cormohipparion_ingenuum	extinct	5.333	23.03
Neohipparion_eurystyle	extinct	4.9	10.3
Astrohippus_stockii	extinct	4.9	10.3
Dinohippus_mexicanus	extinct	4.9	10.3
Nannippus_aztecus	extinct	4.9	10.3
Calippus_hondurensis	extinct	5.333	23.03
Equinae	extinct	5.333	23.03
Astrohippus_stockii	extinct	4.9	10.3
Neohipparion_eurystyle	extinct	4.9	10.3
Nannippus_aztecus	extinct	4.9	10.3
Dinohippus_mexicanus	extinct	4.9	10.3
Calippus_hondurensis	extinct	4.9	10.3
Dinohippus_interpolatus	extinct	4.9	10.3
Neohipparion_eurystyle	extinct	4.9	10.3
Astrohippus_stockii	extinct	5.333	23.03
Astrohippus_stockii	extinct	5.333	23.03
Dinohippus_mexicanus	extinct	5.333	23.03
Calippus_hondurensis	extinct	5.333	23.03
Neohipparion	extinct	5.333	23.03
Cormohipparion_ingenuum	extinct	5.333	23.03
Calippus_hondurensis	extinct	5.333	23.03
Equini	extinct	1.8	4.9
Astrohippus_stockii	extinct	4.9	10.3
Dinohippus_mexicanus	extinct	4.9	10.3
Neohipparion_eurystyle	extinct	4.9	10.3
Nannippus_aztecus	extinct	4.9	10.3
Hipparion_tehonense	extinct	4.9	10.3
Neohipparion_eurystyle	extinct	4.9	10.3
Dinohippus_leidyanus	extinct	4.9	10.3
Equidae	extinct	4.9	10.3
Acritohippus_isonesus	extinct	13.6	15.97
Neohipparion	extinct	13.6	15.97
Hypohippus_osborni	extinct	13.6	15.97
Acritohippus_isonesus	extinct	13.6	15.97
Hypohippus_osborni	extinct	13.6	15.97
Hipparionini	extinct	13.6	15.97
Acritohippus_isonesus	extinct	13.6	15.97
Neohipparion	extinct	13.6	15.97
Hypohippus_osborni	extinct	13.6	15.97
