Species	Status	min_age	max_age
Equus	extinct	0.126	0.781
Equus	extinct	0.126	0.781
Equus_(Hemionus)_hemionus	extinct	0.126	0.781
Equus	extinct	0.126	0.781
Equus	extinct	0.126	0.781
Archaeohippus_mannulus	extinct	20.43	26.3
Hipparion	extinct	2.588	3.6
Hipparion	extinct	3.6	5.333
Anchitherium_aurelianense	extinct	5.333	11.608
Equus_caballus	extant	0	2.588
Equus	extinct	0.0117	5.333
Equus_yunnanensis	extinct	0.0117	2.588
Equus_yunnanensis	extinct	0.0117	2.588
Equus	extinct	0.126	0.781
Equus_caballus	extant	0.0117	2.588
Equus_caballus	extant	0.0117	2.588
Equus_caballus	extant	0.0117	2.588
Equus	extinct	0.0117	2.588
Equus_caballus	extant	0.0117	2.588
Equus	extinct	2.588	3.6
Equus	extinct	0.0117	2.588
Equus_caballus	extant	0.0117	2.588
Equus	extinct	0.0117	2.588
Hipparion	extinct	0.781	2.588
Equus	extinct	0.781	2.588
Hipparion	extinct	0.781	2.588
Equus_francisci	extinct	0.3	1.8
Hipparionini	extinct	1.8	15.97
Hipparion_concudense	extinct	5.333	8.7
Equus	extinct	0.0117	5.333
Pseudhipparion_gratum	extinct	10.3	13.6
Eurygnathohippus_libycum	extinct	0.781	2.588
Equus	extinct	0.012	0.781
Equus	extinct	0.781	2.588
Hipparion	extinct	0.781	2.588
Equus	extinct	0.781	2.588
Hipparion	extinct	0.781	2.588
Equus	extinct	0.0117	2.588
Equus_(Dolichohippus)_grevyi	extinct	0.0117	2.588
Hipparion	extinct	0.0117	2.588
Equus	extinct	0.0117	2.588
Equus	extinct	0.781	3.6
Equus_caballus	extant	0.781	3.6
Eurygnathohippus_hasumense	extinct	2.588	3.6
Hipparion	extinct	0.781	5.333
Equus	extinct	0.781	1.806
Equus	extinct	0.781	1.806
Anchitherium_aurelianense	extinct	12.75	13.65
Equus	extinct	0.126	0.781
Hipparion_rocinantis	extinct	2.588	5.333
Hipparion	extinct	8.7	11.608
Hipparion	extinct	8.7	11.608
Hipparion	extinct	8.7	11.608
Hipparion	extinct	8.7	11.608
Hipparion_concudense	extinct	8.7	11.608
Eurohippus_parvulus	extinct	38	41.3
Equus_caballus	extant	0.126	2.588
Hipparion	extinct	7.246	11.62
Hipparion	extinct	2.588	3.6
Equus	extinct	2.588	3.6
Equus	extinct	2.588	3.6
Hipparion	extinct	2.588	3.6
Equus	extinct	0.0117	0.126
Equus_caballus	extant	0.0117	2.588
Equus_(Hemionus)_hemionus	extinct	0.0117	2.588
Equus_caballus	extant	0.0117	2.588
Equus	extinct	0.0117	2.588
Hipparion	extinct	0.781	2.588
Equus	extinct	0.781	2.588
Hipparion	extinct	0.0117	5.333
Equus	extinct	0.0117	5.333
Hipparion	extinct	2.588	5.333
Equus	extinct	2.588	5.333
Equus	extinct	2.588	5.333
Equus	extinct	2.588	5.333
Anchitherium_aurelianense	extinct	7.246	11.62
Anchitherium_aurelianense	extinct	11.608	12.7
Anchitherium_aurelianense	extinct	5.333	23.03
Equus	extinct	2.588	5.333
Equus	extinct	2.588	5.333
Equus	extinct	0.781	2.588
Equus	extinct	0.781	2.588
Equus	extinct	0.0117	2.588
Equus	extinct	0.0117	2.588
Equus	extinct	0.0117	2.588
Equus_complicatus	extinct	0.781	2.588
Equus	extinct	0.781	2.588
Equus	extinct	0.0117	2.588
Equus	extinct	2.588	5.333
Pliolophus_barnesi	extinct	47.8	56
Hipparion	extinct	2.588	5.333
Hipparion	extinct	2.588	5.333
Equus	extinct	0.781	2.588
Equus	extinct	0.781	2.588
Equus	extinct	0.781	2.588
Equus	extinct	0.781	2.588
Equus	extinct	0.126	0.781
Equus	extinct	0.126	0.781
Equus	extinct	0.126	0.781
Equus	extinct	0.126	0.781
Equus	extinct	0.126	0.781
Equus	extinct	0.781	2.588
Equus	extinct	0.781	2.588
Hipparion	extinct	2.588	5.333
Hipparion	extinct	2.588	5.333
Hipparion	extinct	3.2	5.333
Equus	extinct	2.588	5.333
Hipparion	extinct	2.588	5.333
Equus	extinct	0.781	2.588
Equus	extinct	0.0117	2.588
Equus	extinct	0.0117	2.588
Equus	extinct	0.781	2.588
Equus	extinct	0.781	2.588
Equidae	extinct	0.781	2.588
Equus_caballus	extant	0.126	0.781
Equus_caballus	extant	0.0117	0.781
Equus	extinct	0.781	2.588
Hipparion_fissurae	extinct	3.2	5.333
Equus	extinct	2.588	5.333
Equus	extinct	2.588	5.333
Equus	extinct	1.806	2.588
Equus	extinct	2.588	5.333
Equus	extinct	2.588	5.333
Equus_(Hemionus)	extinct	0.126	0.781
Equus	extinct	0.126	0.781
Hipparion	extinct	2.588	5.333
Equus	extinct	2.588	5.333
Equus	extinct	2.588	5.333
Anchitherium	extinct	15.97	20.44
Anchitherium	extinct	15.97	20.44
Anchitherium_aurelianense	extinct	15.97	20
Hipparion_gromovae	extinct	5.333	8.7
Hipparion_concudense	extinct	5.333	8.7
Hipparion_gromovae	extinct	5.333	8.7
Hipparion	extinct	5.333	8.7
Hippotherium_primigenium	extinct	8.7	11.608
Equus	extinct	0.126	0.781
Equus_caballus	extant	0.126	0.781
Equus	extinct	0.126	0.781
Equus	extinct	0.0117	0.126
Equus	extinct	0.0117	5.333
Equus	extinct	0.781	2.588
Equus	extinct	0.781	2.588
Equus	extinct	0.781	2.588
Equus	extinct	0.781	2.588
Equus	extinct	0.781	2.588
Equus	extinct	0.781	2.588
Equus	extinct	0.781	2.588
Equus	extinct	0.781	2.588
Hipparion	extinct	2.588	5.333
Hipparion	extinct	5.333	8.7
Hipparion_mediterraneum	extinct	8.7	11.608
Hippotherium_primigenium	extinct	8.7	11.608
Equus_leidyi	extinct	0.0117	0.126
Hipparion	extinct	8.7	11.608
Eurohippus_parvulus	extinct	40.4	48.6
Hipparion	extinct	5.333	11.608
Eurohippus_parvulus	extinct	41.3	47.8
Equus	extinct	2.588	5.333
Equus	extinct	2.588	5.333
Equus	extinct	2.588	5.333
Anchitherium	extinct	5.333	15.97
Anchitherium	extinct	11.62	13.82
Anchitherium_aurelianense	extinct	11.62	13.82
Hipparion_weihoense	extinct	8.7	11.608
Hipparion_chiai	extinct	8.7	11.608
Hipparion	extinct	8.7	11.608
Hipparion_weihoense	extinct	8.7	11.608
Hipparion	extinct	8.7	11.608
Hipparion	extinct	8.7	11.608
Hipparion	extinct	3.2	5.333
Hipparion	extinct	3.2	5.333
Hipparion	extinct	3.2	5.333
Hipparion	extinct	11.62	13.82
Hipparion	extinct	2.588	5.333
Hipparion	extinct	2.588	5.333
Hipparion	extinct	2.588	5.333
Equus	extinct	0.781	2.588
Hipparion	extinct	2.588	5.333
Anchitherium_aurelianense	extinct	11.62	15.97
Anchitherium_aurelianense	extinct	11.62	15.97
Anchitherium_aurelianense	extinct	11.62	15.97
Equidae	extinct	0.126	0.781
Hipparion	extinct	5.333	8.7
Hipparion	extinct	5.333	8.7
Hipparion	extinct	5.333	8.7
Hipparion	extinct	5.333	8.7
Hipparion	extinct	5.333	8.7
Hipparion	extinct	5.333	8.7
Equus	extinct	0.126	0.781
Equus	extinct	0.781	2.588
Equus	extinct	0.781	2.588
Hipparion_mediterraneum	extinct	5.333	8.7
Hipparion_matthewi	extinct	5.333	8.7
Equus_caballus	extant	0.126	0.781
Equus_(Hemionus)_hemionus	extinct	0.126	0.781
Equus	extinct	0.126	0.781
Equus	extinct	0.126	0.781
Equus_caballus	extant	0.0117	0.126
Equus_caballus	extant	0.126	0.781
Anchitherium	extinct	15.97	20.44
Equus	extinct	0.0117	0.781
Equus_caballus	extant	0.0117	0.781
Equus_caballus	extant	0.0117	0.126
Equus	extinct	0.0117	0.126
Equus_caballus	extant	0.0117	0.126
Equus_caballus	extant	0.0117	0.126
Equus	extinct	0.0117	0.126
Equus_caballus	extant	0.0117	0.126
Equus	extinct	0.0117	0.126
Equus_caballus	extant	0.0117	0.126
Equus	extinct	0.0117	0.126
Equus_caballus	extant	0.0117	0.126
Equus	extinct	0.126	0.781
Equus	extinct	0.126	0.781
Equus	extinct	0.126	0.781
Equus	extinct	0.0117	0.781
Equus_caballus	extant	0.126	0.781
Equus	extinct	0.126	0.781
Equus	extinct	0.126	0.781
Equus_caballus	extant	0	0.0117
Equus_caballus	extant	0.126	0.781
Equus_caballus	extant	0.0117	0.781
Equus	extinct	0.0117	0.781
Equus_caballus	extant	0.126	0.781
Equus	extinct	0.126	0.781
Equus_caballus	extant	0.126	0.781
Equus	extinct	0.0117	2.588
Equus_caballus	extant	0.0117	2.588
Equus	extinct	0.0117	2.588
Equus	extinct	0.781	2.588
Equus	extinct	0.781	2.588
Equus	extinct	0.0117	5.333
Equus	extinct	0.0117	5.333
Hipparion	extinct	2.588	5.333
Eurohippus_parvulus	extinct	38	41.3
Eurohippus_parvulus	extinct	41.3	47.8
Eurohippus_parvulus	extinct	41.3	47.8
Eurohippus_parvulus	extinct	41.3	47.8
Eurohippus_parvulus	extinct	41.3	47.8
Eurohippus_parvulus	extinct	33.9	37.2
Arenahippus_pernix	extinct	48.6	55.8
Arenahippus_aemulor	extinct	48.6	55.8
Hipparion	extinct	7.246	11.62
Hipparion	extinct	7.246	11.62
Anchitherium_aurelianense	extinct	7.246	11.62
Hipparion	extinct	7.246	11.62
Equus	extinct	0.781	2.588
Equus	extinct	0.781	2.588
Equus	extinct	0.781	2.588
Equus	extinct	0.781	2.588
Equus	extinct	0.781	2.588
Equus	extinct	0.781	2.588
Equus	extinct	0.781	2.588
Equus	extinct	0.781	2.588
Arenahippus_pernix	extinct	48.6	55.8
Arenahippus_pernix	extinct	48.6	55.8
Arenahippus_pernix	extinct	48.6	55.8
Arenahippus_pernix	extinct	48.6	55.8
Arenahippus_pernix	extinct	50.3	55.8
Arenahippus_pernix	extinct	48.6	55.8
Arenahippus_pernix	extinct	48.6	55.8
Arenahippus_pernix	extinct	48.6	55.8
Arenahippus_pernix	extinct	48.6	55.8
Arenahippus_aemulor	extinct	48.6	55.8
Arenahippus_pernix	extinct	48.6	55.8
Arenahippus_pernix	extinct	50.3	55.8
Arenahippus_pernix	extinct	48.6	55.8
Arenahippus_pernix	extinct	48.6	55.8
Arenahippus_pernix	extinct	48.6	55.8
Arenahippus_pernix	extinct	48.6	55.8
Arenahippus_pernix	extinct	48.6	55.8
Arenahippus_pernix	extinct	48.6	55.8
Arenahippus_pernix	extinct	48.6	55.8
Xenicohippus_craspedotum	extinct	48.6	55.8
Eurohippus_parvulus	extinct	41.3	47.8
Eurohippus_parvulus	extinct	41.3	47.8
Eurohippus_parvulus	extinct	41.3	47.8
Eurohippus_parvulus	extinct	33.9	56
Anchitherium_aurelianense	extinct	13.82	15.97
Anchitherium_aurelianense	extinct	13.82	15.97
Sifrhippus_grangeri	extinct	48.6	55.8
Sifrhippus_grangeri	extinct	48.6	55.8
Sifrhippus_grangeri	extinct	48.6	55.8
Sifrhippus_grangeri	extinct	48.6	55.8
Sifrhippus_grangeri	extinct	48.6	55.8
Arenahippus_aemulor	extinct	48.6	55.8
Sifrhippus_grangeri	extinct	48.6	55.8
Eurohippus_parvulus	extinct	41.3	47.8
Eurohippus_parvulus	extinct	37.2	48.6
Eurohippus_parvulus	extinct	41.3	47.8
Eurohippus_parvulus	extinct	41.3	47.8
Eurohippus_parvulus	extinct	41.3	47.8
Eurohippus_parvulus	extinct	33.9	56
Eurohippus_parvulus	extinct	48.6	55.8
Eurohippus_parvulus	extinct	33.9	56
Eurohippus_parvulus	extinct	41.3	47.8
Eurohippus_parvulus	extinct	41.3	47.8
Eurohippus_parvulus	extinct	41.3	47.8
Eurohippus_parvulus	extinct	33.9	56
Eurohippus_parvulus	extinct	41.3	47.8
Cormohipparion_occidentale	extinct	7.246	11.62
Eurohippus_parvulus	extinct	41.3	47.8
Hipparion	extinct	2.588	5.333
Anchitherium_aurelianense	extinct	13.65	15.97
Anchitherium	extinct	13.65	15.97
Sifrhippus_grangeri	extinct	50.3	55.8
Sifrhippus_grangeri	extinct	50.3	55.8
Sifrhippus_grangeri	extinct	50.3	55.8
Sifrhippus_grangeri	extinct	50.3	55.8
Sifrhippus_grangeri	extinct	50.3	55.8
Arenahippus_aemulor	extinct	50.3	55.8
Sifrhippus_grangeri	extinct	50.3	55.8
Sifrhippus_grangeri	extinct	50.3	55.8
Sifrhippus_grangeri	extinct	50.3	55.8
Sifrhippus_grangeri	extinct	50.3	55.8
Sifrhippus_grangeri	extinct	50.3	55.8
Sifrhippus_grangeri	extinct	50.3	55.8
Sifrhippus_grangeri	extinct	50.3	55.8
Sifrhippus_grangeri	extinct	50.3	55.8
Sifrhippus_grangeri	extinct	50.3	55.8
Arenahippus_aemulor	extinct	50.3	55.8
Sifrhippus_grangeri	extinct	50.3	55.8
Sifrhippus_grangeri	extinct	50.3	55.8
Sifrhippus_grangeri	extinct	50.3	55.8
Sifrhippus_grangeri	extinct	50.3	55.8
Sifrhippus_grangeri	extinct	50.3	55.8
Sifrhippus_grangeri	extinct	50.3	55.8
Arenahippus_aemulor	extinct	50.3	55.8
Arenahippus_aemulor	extinct	50.3	55.8
Sifrhippus_grangeri	extinct	50.3	55.8
Sifrhippus_grangeri	extinct	50.3	55.8
Sifrhippus_grangeri	extinct	50.3	55.8
Sifrhippus_grangeri	extinct	50.3	55.8
Arenahippus_aemulor	extinct	50.3	55.8
Arenahippus_aemulor	extinct	50.3	55.8
Arenahippus_aemulor	extinct	50.3	55.8
Arenahippus_aemulor	extinct	50.3	55.8
Sifrhippus_grangeri	extinct	50.3	55.8
Sifrhippus_grangeri	extinct	50.3	55.8
Arenahippus_pernix	extinct	50.3	55.8
Arenahippus_pernix	extinct	50.3	55.8
Sifrhippus_grangeri	extinct	50.3	55.8
Sifrhippus_grangeri	extinct	50.3	55.8
Arenahippus_aemulor	extinct	50.3	55.8
Arenahippus_aemulor	extinct	50.3	55.8
Arenahippus_aemulor	extinct	50.3	55.8
Arenahippus_aemulor	extinct	50.3	55.8
Sifrhippus_grangeri	extinct	50.3	55.8
Sifrhippus_grangeri	extinct	50.3	55.8
Sifrhippus_grangeri	extinct	50.3	55.8
Arenahippus_pernix	extinct	50.3	55.8
Arenahippus_aemulor	extinct	50.3	55.8
Arenahippus_aemulor	extinct	50.3	55.8
Arenahippus_pernix	extinct	50.3	55.8
Arenahippus_pernix	extinct	50.3	55.8
Arenahippus_aemulor	extinct	50.3	55.8
Arenahippus_aemulor	extinct	50.3	55.8
Arenahippus_pernix	extinct	50.3	55.8
Arenahippus_pernix	extinct	50.3	55.8
Arenahippus_pernix	extinct	50.3	55.8
Arenahippus_pernix	extinct	50.3	55.8
Arenahippus_pernix	extinct	50.3	55.8
Arenahippus_pernix	extinct	50.3	55.8
Arenahippus_pernix	extinct	50.3	55.8
Arenahippus_pernix	extinct	50.3	55.8
Arenahippus_pernix	extinct	50.3	55.8
Arenahippus_pernix	extinct	50.3	55.8
Arenahippus_pernix	extinct	50.3	55.8
Arenahippus_pernix	extinct	50.3	55.8
Arenahippus_pernix	extinct	50.3	55.8
Arenahippus_pernix	extinct	50.3	55.8
Arenahippus_pernix	extinct	50.3	55.8
Arenahippus_pernix	extinct	50.3	55.8
Arenahippus_pernix	extinct	50.3	55.8
Arenahippus_pernix	extinct	50.3	55.8
Arenahippus_pernix	extinct	50.3	55.8
Arenahippus_pernix	extinct	50.3	55.8
Arenahippus_pernix	extinct	50.3	55.8
Arenahippus_aemulor	extinct	50.3	55.8
Arenahippus_aemulor	extinct	50.3	55.8
Sifrhippus_grangeri	extinct	50.3	55.8
Sifrhippus_grangeri	extinct	50.3	55.8
Sifrhippus_grangeri	extinct	50.3	55.8
Arenahippus_pernix	extinct	50.3	55.8
Arenahippus_pernix	extinct	50.3	55.8
Arenahippus_pernix	extinct	50.3	55.8
Arenahippus_pernix	extinct	50.3	55.8
Arenahippus_pernix	extinct	50.3	55.8
Arenahippus_pernix	extinct	50.3	55.8
Arenahippus_pernix	extinct	50.3	55.8
Arenahippus_pernix	extinct	50.3	55.8
Arenahippus_pernix	extinct	50.3	55.8
Arenahippus_pernix	extinct	50.3	55.8
Arenahippus_pernix	extinct	50.3	55.8
Arenahippus_pernix	extinct	50.3	55.8
Arenahippus_pernix	extinct	50.3	55.8
Arenahippus_pernix	extinct	50.3	55.8
Arenahippus_pernix	extinct	50.3	55.8
Sifrhippus_grangeri	extinct	50.3	55.8
Arenahippus_pernix	extinct	50.3	55.8
Arenahippus_pernix	extinct	50.3	55.8
Arenahippus_pernix	extinct	50.3	55.8
Arenahippus_pernix	extinct	50.3	55.8
Arenahippus_pernix	extinct	50.3	55.8
Arenahippus_pernix	extinct	50.3	55.8
Arenahippus_pernix	extinct	50.3	55.8
Arenahippus_pernix	extinct	50.3	55.8
Arenahippus_pernix	extinct	50.3	55.8
Arenahippus_pernix	extinct	50.3	55.8
Arenahippus_pernix	extinct	50.3	55.8
Arenahippus_pernix	extinct	50.3	55.8
Arenahippus_pernix	extinct	50.3	55.8
Arenahippus_pernix	extinct	50.3	55.8
Arenahippus_pernix	extinct	50.3	55.8
Arenahippus_pernix	extinct	50.3	55.8
Arenahippus_pernix	extinct	50.3	55.8
Arenahippus_pernix	extinct	50.3	55.8
Arenahippus_pernix	extinct	50.3	55.8
Arenahippus_pernix	extinct	50.3	55.8
Sifrhippus_grangeri	extinct	50.3	55.8
Arenahippus_aemulor	extinct	50.3	55.8
Arenahippus_aemulor	extinct	50.3	55.8
Arenahippus_aemulor	extinct	50.3	55.8
Arenahippus_aemulor	extinct	50.3	55.8
Arenahippus_aemulor	extinct	50.3	55.8
Sifrhippus_grangeri	extinct	50.3	55.8
Arenahippus_aemulor	extinct	50.3	55.8
Arenahippus_aemulor	extinct	50.3	55.8
Arenahippus_aemulor	extinct	50.3	55.8
Arenahippus_aemulor	extinct	50.3	55.8
Arenahippus_aemulor	extinct	50.3	55.8
Sifrhippus_grangeri	extinct	50.3	55.8
Sifrhippus_grangeri	extinct	50.3	55.8
Arenahippus_aemulor	extinct	50.3	55.8
Sifrhippus_grangeri	extinct	50.3	55.8
Arenahippus_aemulor	extinct	50.3	55.8
Sifrhippus_grangeri	extinct	50.3	55.8
Sifrhippus_grangeri	extinct	50.3	55.8
Sifrhippus_grangeri	extinct	50.3	55.8
Sifrhippus_grangeri	extinct	50.3	55.8
Arenahippus_aemulor	extinct	50.3	55.8
Sifrhippus_grangeri	extinct	50.3	55.8
Arenahippus_aemulor	extinct	50.3	55.8
Arenahippus_aemulor	extinct	50.3	55.8
Sifrhippus_grangeri	extinct	50.3	55.8
Arenahippus_aemulor	extinct	50.3	55.8
Arenahippus_aemulor	extinct	50.3	55.8
Arenahippus_aemulor	extinct	50.3	55.8
Arenahippus_aemulor	extinct	50.3	55.8
Arenahippus_aemulor	extinct	50.3	55.8
Arenahippus_aemulor	extinct	50.3	55.8
Arenahippus_aemulor	extinct	50.3	55.8
Sifrhippus_grangeri	extinct	50.3	55.8
Sifrhippus_grangeri	extinct	50.3	55.8
Arenahippus_aemulor	extinct	50.3	55.8
Sifrhippus_grangeri	extinct	50.3	55.8
Arenahippus_aemulor	extinct	50.3	55.8
Sifrhippus_grangeri	extinct	50.3	55.8
Sifrhippus_grangeri	extinct	50.3	55.8
Arenahippus_aemulor	extinct	50.3	55.8
Sifrhippus_grangeri	extinct	50.3	55.8
Arenahippus_pernix	extinct	50.3	55.8
Arenahippus_pernix	extinct	50.3	55.8
Sifrhippus_grangeri	extinct	50.3	55.8
Sifrhippus_grangeri	extinct	50.3	55.8
Arenahippus_aemulor	extinct	50.3	55.8
Arenahippus_aemulor	extinct	50.3	55.8
Arenahippus_aemulor	extinct	50.3	55.8
Arenahippus_aemulor	extinct	50.3	55.8
Arenahippus_aemulor	extinct	50.3	55.8
Arenahippus_aemulor	extinct	50.3	55.8
Arenahippus_pernix	extinct	50.3	55.8
Sifrhippus_grangeri	extinct	50.3	55.8
Sifrhippus_grangeri	extinct	50.3	55.8
Sifrhippus_grangeri	extinct	50.3	55.8
Sifrhippus_grangeri	extinct	50.3	55.8
Arenahippus_pernix	extinct	50.3	55.8
Arenahippus_pernix	extinct	50.3	55.8
Arenahippus_pernix	extinct	50.3	55.8
Arenahippus_aemulor	extinct	50.3	55.8
Arenahippus_aemulor	extinct	50.3	55.8
Arenahippus_aemulor	extinct	50.3	55.8
Arenahippus_aemulor	extinct	50.3	55.8
Arenahippus_aemulor	extinct	50.3	55.8
Arenahippus_aemulor	extinct	50.3	55.8
Arenahippus_aemulor	extinct	50.3	55.8
Arenahippus_aemulor	extinct	50.3	55.8
Arenahippus_aemulor	extinct	50.3	55.8
Arenahippus_aemulor	extinct	50.3	55.8
Arenahippus_aemulor	extinct	50.3	55.8
Arenahippus_aemulor	extinct	50.3	55.8
Arenahippus_aemulor	extinct	50.3	55.8
Arenahippus_pernix	extinct	50.3	55.8
Arenahippus_aemulor	extinct	50.3	55.8
Arenahippus_pernix	extinct	50.3	55.8
Arenahippus_pernix	extinct	50.3	55.8
Arenahippus_pernix	extinct	50.3	55.8
Arenahippus_pernix	extinct	50.3	55.8
Arenahippus_pernix	extinct	50.3	55.8
Arenahippus_pernix	extinct	50.3	55.8
Arenahippus_aemulor	extinct	50.3	55.8
Anchitherium_aurelianense	extinct	13.65	15.97
Hipparion	extinct	1.806	2.588
Equus	extinct	1.806	2.588
Equus	extinct	1.806	2.588
Equus	extinct	1.806	2.588
Equus	extinct	1.806	2.588
Anchitherium_aurelianense	extinct	15.97	20.44
Equus	extinct	1.806	2.588
Equus	extinct	1.806	2.588
Equus	extinct	1.806	2.588
Equus	extinct	1.806	2.588
Hipparion	extinct	2.588	5.333
Equus	extinct	0.781	2.588
Equus	extinct	0.781	2.588
Equus	extinct	0.781	2.588
Equus	extinct	0.781	2.588
Equus	extinct	0.781	2.588
Equus	extinct	0.781	2.588
Equus	extinct	0.126	0.781
Equus	extinct	0.0117	2.588
Equus_caballus	extant	0.0117	0.126
Equus_caballus	extant	0.0117	0.126
Equus_caballus	extant	0.126	0.781
Equus	extinct	0.781	2.588
Equus	extinct	0.0117	5.333
Hipparion	extinct	11.608	15.97
Equus	extinct	0.0117	2.588
Equus	extinct	0.0117	2.588
Equus	extinct	0.0117	5.333
Equus_caballus	extant	0.126	0.781
Equus	extinct	0.126	0.781
Equus	extinct	0.126	0.781
Equus_caballus	extant	0.126	0.781
Equus	extinct	0.126	2.588
Equus	extinct	0.126	0.781
Equus	extinct	0.781	2.588
Equus	extinct	0.126	2.588
Equus	extinct	0.781	2.588
Equus	extinct	0.0117	5.333
Equus	extinct	0.0117	5.333
Equus	extinct	2.588	3.2
Equus	extinct	1.806	2.588
Equus	extinct	0.781	2.588
Hipparion	extinct	3.2	5.333
Equus	extinct	1.806	2.588
Anchitherium_aurelianense	extinct	11.1	12.75
Equus	extinct	1.806	2.588
Equus	extinct	0.126	0.781
Equus	extinct	0.126	0.781
Equus	extinct	0.126	0.781
Equus	extinct	0.126	0.781
Equus	extinct	0.126	0.781
Equus	extinct	0.126	0.781
Archaeohippus	extinct	15.97	20.44
Merychippus	extinct	15.97	20.44
Equus	extinct	0.126	0.781
Equus	extinct	0.126	0.781
Equus	extinct	0.126	0.781
Equus	extinct	0.781	2.588
Equus	extinct	0.126	0.781
Equus	extinct	0.126	0.781
Equus	extinct	0.126	0.781
Equus	extinct	0.126	0.781
Equus	extinct	0.0117	0.781
Equini	extinct	3.6	5.333
Equini	extinct	3.6	5.333
Equus	extinct	0.0117	2.588
Equus	extinct	0.126	0.781
Equus	extinct	0.126	0.781
Equus	extinct	0.126	0.781
Equus	extinct	0.126	0.781
Equus	extinct	0.126	0.781
Equus	extinct	0.126	0.781
Equus	extinct	0.126	0.781
Equus	extinct	0.126	0.781
Equus	extinct	0.126	0.781
Equus	extinct	0.781	2.588
Equus	extinct	0.126	2.588
Equus	extinct	0.126	2.588
Equus	extinct	0.781	2.588
Equus	extinct	0.781	2.588
Hipparion	extinct	4.2	7.246
Hipparion	extinct	4.2	7.246
Hipparion	extinct	4.2	7.246
Hipparion_longipes	extinct	4.2	4.9
Hipparion	extinct	3.2	4.2
Hipparion	extinct	2.588	4.2
Hipparion	extinct	2.588	5.333
Cormohipparion	extinct	2.588	5.333
Equus	extinct	2.588	5.333
Equus	extinct	2.588	5.333
Equus	extinct	2.588	5.333
Equus	extinct	0.0117	0.126
Equus	extinct	0.126	0.781
Hipparion	extinct	5.333	11.608
Equus	extinct	0.781	2.588
Equus	extinct	0.0117	5.333
Equus_caballus	extant	0.781	2.588
Equus	extinct	0.126	0.781
Hipparion_forcei	extinct	7.246	11.62
Hipparionini	extinct	7.246	11.62
Hipparion_forcei	extinct	7.246	11.62
Dinohippus_leardi	extinct	7.246	11.62
Equidae	extinct	7.246	11.62
Equini	extinct	2.588	3.6
Equus	extinct	2.588	3.6
Anchitherium	extinct	11.1	12.75
Hippidion	extinct	2.588	3.6
Hippidion	extinct	2.588	3.6
Anchitherium_aurelianense	extinct	7.246	13.82
Sinohippus_sampelayoi	extinct	7.246	13.82
Hippotherium_primigenium	extinct	7.246	13.82
Hippotherium_primigenium	extinct	5.333	11.608
Hipparion	extinct	5.333	11.608
Equidae	extinct	28.1	33.9
Calippus_regulus	extinct	13.82	15.97
Equus	extinct	0.3	1.8
Equus	extinct	0.0117	5.333
Anchitherium	extinct	20.44	23.03
Equus	extinct	0	0.0117
Hipparion	extinct	5.333	7.246
Dinohippus_mexicanus	extinct	4.9	10.3
Dinohippus_mexicanus	extinct	4.9	10.3
Hipparion	extinct	7.246	7.75
Equus_capensis	extinct	0.0117	2.588
Equus_quagga	extant	0.0117	2.588
Equus_caballus	extant	0.012	0.781
Hippidion_principale	extinct	0.126	0.781
Equus	extinct	0.0117	0.126
Equus	extinct	0	0.126
Hippidion_devillei	extinct	0.0117	2.588
Hipparion	extinct	5.333	11.608
Equus	extinct	0.0117	2.588
Equus	extinct	0.0117	2.588
Equus_(Dolichohippus)_simplicidens	extinct	0.0117	2.588
Equus_(Dolichohippus)_simplicidens	extinct	0.0117	2.588
Hipparion	extinct	5.333	11.608
Equus_(Hemionus)_hemionus	extinct	0.126	0.781
Equus	extinct	0.126	0.781
Equus	extinct	0.126	0.781
Hippotherium_primigenium	extinct	8.7	9.7
Hippotherium_primigenium	extinct	8.7	9.7
Equus	extinct	0.126	0.781
Merychippus_sejunctus	extinct	13.6	15.97
Equus	extinct	0.781	2.588
Pliolophus_vulpiceps	extinct	48.6	55.8
Pliolophus_vulpiceps	extinct	47.8	56
Minippus_index	extinct	50.3	55.8
Protorohippus_venticolum	extinct	50.3	55.8
Orohippus_proteros	extinct	50.3	55.8
Anchitherium_aurelianense	extinct	15.97	16.9
Anchitherium_aurelianense	extinct	15.97	16.9
Anchitherium_aurelianense	extinct	15.97	16.9
Anchitherium	extinct	12.75	13.65
Equus	extinct	1.806	2.588
Hippotherium_primigenium	extinct	9.7	11.1
Hippotherium_primigenium	extinct	9.7	11.1
Hipparion	extinct	9.7	11.1
Hipparion	extinct	0.781	2.588
Equus_tabeti	extinct	0.781	2.588
Equus	extinct	0.781	3.6
Parahippus	extinct	24.8	26.3
Kalobatippus_agatensis	extinct	20.43	24.8
Archaeohippus	extinct	20.43	24.8
Parahippus	extinct	20.43	24.8
Equus_(Dolichohippus)_simplicidens	extinct	1.8	4.9
Equus	extinct	1.8	4.9
Equus_conversidens	extinct	0.126	2.588
Hippotherium	extinct	4.9	13.6
Hipparion_tehonense	extinct	4.9	13.6
Calippus_martini	extinct	4.9	13.6
Anchitherium_aurelianense	extinct	15.97	23.03
Anchitherium_aurelianense	extinct	15.97	16.9
Anchitherium_aurelianense	extinct	15.97	23.03
Anchitherium_aurelianense	extinct	15.97	23.03
Nannippus_aztecus	extinct	4.9	10.3
Equus_(Amerhippus)_insulatus	extinct	0.781	2.588
